,attitude,tweets
26892,neutral,@_e0wYn_  lol Ice Cube's movie Friday. They are trying to get rid of someone named Felicia they don't want around. http://t.co/218FyDKmY0
26893,neutral,Our founders never intended for us to have a professional political class - Carly Fiorina @CarlyFiorina May you see many new followers.
26895,neutral,wut do u guys want from dunkin tomorrow @Lexicouchh @saraespinosaa
26902,neutral,Ice Cube writes like every movie he's in lol https://t.co/b0EyiSLhaT
26904,neutral,Talkin to God on Sunday and Allah by Monday. Wonder if I'll meet Buddha in Nirvana one day.
26905,neutral,Dosu with super Eagles coach Sunday oliseh nd Larry Izamoje..... http://t.co/bhp9bxU8y8
26910,neutral,Teens/kids saying that old dude 'Paul McCartney' may have a chance in the music biz! HAHAHA!!! sooo green these... http://t.co/Hu7dL8pnof
26911,neutral,Which means David Price may pitch vs the Tigers at home
26913,neutral,Check out the new Iron Maiden Video from their forthcoming album Book of Souls out September 4th! \m/ Listen to... http://t.co/pVDxR2iyQX
26916,neutral,"""Prince George (and the entire Cambridge family!) featured on new cover of @hellomag"
26918,neutral,"""Ima walk into class tomorrow like Ice Cube did to his auntie house in """"Straight Outta Compton"""" with a binder and all kinds of notebooks."""
26919,neutral,"""@lazylikelexi im tellin you I may have been single as long as Caitlyn Jenner was a man"
26920,neutral,@timesn0w I don't have the figures but I find hyderabadi Muslims much more educated in comparison to other parts. May not be due to mim
26921,neutral,"""The new series of Celebrity Big Brother will kick off on Thursday"
26923,neutral,@RolandoTobon I'm in the second season when Naruto is training with Master Jiraiya and the 3rd Hokage just fucked up Orochimaru's arms.
26925,neutral,@Perbler I study SAT prep material so I can understand the big words they use in Naruto
26926,neutral,"""Ice Cube's wife: How's ur screenplay for $6.5mil opening wknd grossing 1995 film """"Friday"""" coming? Cube: lol it's funny #StraightOuttaCompton"""
26927,neutral,"""I had #nochill with my Bad Blood snap chat from Saturday's show"
26928,neutral,"""The honeymoon seems over for newly appointed Super Eagles coach"
26929,neutral,Probably why Marvel is waiting to show the Civil War trailer until late Sep/early Oct to give ppl enough time to get caught up w/ Ant-Man
26934,neutral,Boko Haram leader Shekau says he is alive http://t.co/83TGjv4OYp He may be lieing
26936,neutral,'Frank Ocean' appeared on Sunday 16 at the 11th place in the Top20 of Dallas-Ft. Worth's Trends: http://t.co/T9mFbKEGYB #trndnl
26946,neutral,@Sam_Wong_11 see you tomorrow Caitlyn Jenner
26947,neutral,I just have one question. ARE YOU READY FOR THIS SUNDAY NIGHT WHEN JOHN CENA GOES ONE ON ONE WITH SETH ROLLINS? https://t.co/Cbzt5tNYrp
26948,neutral,Full video of my Kpop prod number last Saturday at the SM MOA Center Stage for KCC's 2015 Pinoy K- http://t.co/oUz6Rui3dJ
26949,neutral,"""Now that the world has accepted Ice Cube son"
26950,neutral,Does Moto G 3rd Gen support 4G on both the sims (band 3 and 40)
26954,neutral,@PennilessArtist @WalkerBooksUK Unfortunately not! But we are promoting I'll Give You the Sun at Paper Towns screenings today.
26956,neutral,"""Udhampur terror attack: Yakub produced in Patiala House court  New Delhi"
26958,neutral,Fact-checking Straight Outta Compton with Ice Cube: http://t.co/2S7SPjn7Ph http://t.co/uOJRI8k3Xx
26959,neutral,Janet Jackson cut a low-key figure as she touched down at LAX airport on Tuesday while flanked by a mass of security guards. She is set to
26960,neutral,I've woken up to a text every day since Friday with somebody different telling me I look like Ice Cube
26962,neutral,Follow @jasonmdstein for coverage of Scott Walker at the Iowa State Fair. Here's a preview: http://t.co/FNeHcTXz19  https://t.co/a7a71q3ffR
26963,neutral,Dustin Johnson shot 66 to lead after day one at Whistling Straits. 1.33am BST Piercy gets up and  http://t.co/P4mvy2QdMG
26967,neutral,Monday Inniit Boi Entertainment Eye Candy with the world's famous * Janet Jackson * @ age 50.... Black is... http://t.co/iWlfyPTipa
26968,neutral,"""@Wesley_Morris """"Bye Felicia"""" is an Ice Cube line from FRIDAY. And"
26969,neutral,@geekyranjit Hi Ranjit! Should I use a screen protector for my Moto G (3rd gen) to avoid scratches even though it has a gorilla glass?
26973,neutral,Didn't know Ice Cube was a ghostwriter but I guess it makes sense since he wrote Friday
26975,neutral,@mandychoccy are you and the girls still coming down on Sat? Beth can order the Paper Towns tickets on Thurs if so.
26976,neutral,Look at Ice Cube riding the wave...  https://t.co/7ut5AXAp8v
26977,neutral,"""Super Eagles coach Sunday Oliseh has invited 18 foreign based professionals to the Super Eagles.. Enyeama"
26978,neutral,"""@FieldYates Was at the Zac Brown Band concert in Philly on Saturday. Saw a lot of """"jailbait"""" and immediately thought of you. It was weird."""
26979,neutral,Super Eagles Manager Sunday Oliseh has invited 18 foreign-based Players for the 2017 AFCON Qualifiers against Tanzania
26980,neutral,Sunday Oliaeh dropped the duo Mikel Obi and Victor Moses from the list of Super Eagles nations cup match against Tanzania
26983,neutral,@ToughZZ Hey zz are you going to watch Monday night raw? Are you looking forward to see John Cena to return are Undertaker and Brock Lesnar
26984,neutral,@NoControlProjec LOL the Exo fandom is always the 1st 2 pick war with others. Like literally from Kpop fandom to USUK. No one like them srsl
26985,neutral,"""Is it weird that I'd rather David Wright not come back"
26986,neutral,Today's MLB Cheatsheet is live! Ryan Braun is pumped about it. http://t.co/QMDibH81DF http://t.co/0mhuKFaCKw
26987,neutral,Ice cube left the group and made Friday #spoiler
26988,neutral,Scott Walker takes on protesters at Iowa State Fair: Wisconsin Gov. Scott Walker said Monday he wasn't about t... http://t.co/ydNOpXSqDg
26992,neutral,Ohio Gov. John Kasich signs up for the South Carolina GOP presidential primary on Feb. 20. http://t.co/GqSFKv68As
26993,neutral,NFF Executive and Super Eagles coach Sunday Oliseh on the floor of Nigerian Stock Exchange http://t.co/hoVTekzftv
26994,neutral,"""You March to Aso rock and Super Eagles play football match in Abuja stadium get it right people"
26996,neutral,I think @MillerForTexas may owe an apology to the Japanese as much as he does to Muslims. https://t.co/eKqg7XxFGy
26997,neutral,Saw a sign at my local Dunkin about pumpkin coffee being available tomorrow. With this 90 degree weather I don't think I'm ready for that.
26999,neutral,Had a horrible day at work so I'm in the bath listening to Frank Ocean... what do you mean it's only Monday?
27002,neutral,Scott Walker turned a heckling incident at the Iowa State Fair on Monday into an opportunity to hawk his book and... http://t.co/2oylC1hvgH
27003,neutral,Floyd Mayweather's fight against Andre Berto in Las Vegas on September 12 will be the last of his career. #PlanetSports @bigsammyx
27005,neutral,@Razarumi @PrakashPranaya I still think the number of Muslims in India exceed #Pakistan may not be #Indonesia!
27008,neutral,It's a 1st Amendment jerk! Scott Walker to protesters in Iowa: 'I am not intimidated by you': http://t.co/xzTWUxuKg0 via @madisondotcom
27009,neutral,David Wright will resume his rehab assignment tomorrow evening at 6:30 PM with the @stluciemets. Off today again. #Mets
27011,neutral,GOP hopeful Kasich files for 1st-in-the-South primary: Ohio Gov. John Kasich on Monday landed the endo... http://t.co/8vGCpR2J9N #HINews
27013,neutral,Anyone at all wanna see Paper Towns on Friday with me? I'll buy the popcorn
27014,neutral,I can't be the only one that thinks 5sos should do a cover of In Bloom by Nirvana. C'mon
27015,neutral,"""Troy Bird's 1st Grade teacher asked him how many stars there were on the American Flag. Chuck Norris replied """"Yes."""" and was correct."""
27018,neutral,Fiorina Urges Republicans to Face Reality on Iran Deal: White House hopeful Carly Fiorina said Monday it's tim... http://t.co/cR38URJMxV
27019,neutral,"""Sometimes you have a Monday and a half. For those days"
27020,neutral,"""Carly Fiorina ditches the stump speech: Standing atop the Iowa State Fair soapbox on Monday"
27021,neutral,"""Carly Fiorina fights back against HP layoff claims"
27022,neutral,Frank ocean's album really came out on the 30th smh why he so sneaky
27023,neutral,"""Trump addresses the RedState Gathering on Saturday"
27024,neutral,@ebony_Lee4 I cried when I passed by the arena with my summer camp cause of Sam Smith PCD/ Ariana Grande Oct 13th http://t.co/APlYhRCCb2
27026,neutral,"""Sunday's telecast of Big Brother featuring @VanessaRousso was delayed 30 minutes"
27027,neutral,"""Former host of """"The Daily Show"""" John Stewart will be guest host of SummerSlam on Sunday; has feud with Seth Rollins"""
27028,neutral,"""On this day in August 17"
27030,neutral,"""On this day in August 17"
27036,neutral,I may have invited my boyfriend over tomorrow because my Nirvana poster fell down and I'm not tall enough to put it back up but he is so
27038,neutral,"""I don't want trailer to jam me oh please"
27042,neutral,New Post: VIDEO: Watch Sunday Oliseh talk about his plans for Super Eagles http://t.co/TYt7joYFFW pls re-share #newsonlineng
27043,neutral,@mstarjd @aczepllin @SuperCard_Game Chuck Norris already has the answers of Monday Night Talking
27044,neutral,Super Eagles chief coach Sunday Oliseh has unveiled his team list for the 2017 Africa Cup of Nations Group G game... http://t.co/739wLn2tRP
27047,neutral,Hey john cena I hope you will make to Monday night raw to challenge Seth Rollins #johncenavssethrollns
27049,neutral,"""John Kasich on ISIS"
27050,neutral,"""From the time we were kids and grew up watching Frank Gifford on Monday night football"
27052,neutral,New match added to SummerSlam card for this Sunday: Randy Orton vs. Sheamus has been added to the card for thi... http://t.co/j1X253muVm
27054,neutral,David Otunga says Brock Lesnar is the best athlete to ever come out of Minnesota. I think we have the lead item for tomorrow's Livecast.
27055,neutral,"""@DaniBooThang @indeliblemarq__ my 13 yr old cousin didnt know Ice Cube was a rapper...just an """"superstar actor""""  from the Friday movies lol"""
27056,neutral,Hope there's a bit of fireworks between Undertaker &amp; Brock Lesnar tonight on #RAW before the big explosion at #SummerSlam this Sunday!
27057,neutral,"""August 17"
27058,neutral,"""Ice Cube came up with """"Bye Felicia"""" from the """"Friday"""" movie &amp; they put it in the Straight Outta Compton movie..."""
27059,neutral,"""@Goldiein604 @Garossino @FriendsHongKong @tlupick If the price is """"artificially"""" pushed up"
27060,neutral,Trump may be in the lead but I really like Scott Walker
27062,neutral,An it's the match next of randy Orton next on Monday night  #RAW
27063,neutral,"""Super Eagles Coach"
27065,neutral,"""Hello world n' welcome to monday nite raw"
27066,neutral,well cheeky of frank ocean to put the date of his new album at July 30th
27067,neutral,"""@Alyssa_Milano Frank Gifford have died due to a natural causes (was 74 years). If had continued alive"
27069,neutral,@Theamologist My Euphemism Phrasebook suggests you may be trying to pass the blame for #ClimateChange onto Muslims. Is that correct?
27073,neutral,@Dadler28 Quran even says the planets move in space in an orbit unlike Christians claiming sun orbited earth. Can supply verse of wanted lol
27074,neutral,"""2 Million ppl tuned in on avg for the @BlueJays game Fri"
27075,neutral,"""New York man plotted to harm Muslims"
27076,neutral,Undertaker has words for Brock Lesnar on tonight's #RAW - Results: http://t.co/oMYPezbIEF http://t.co/IyeLYz0sqn
27077,neutral,@VVVwrestling And I may be beat Randy Orton but if Randy Orton beat me he earned it so I don't care
27078,neutral,"""Seth Rollins' statue will be one billion cubits in height"
27079,neutral,Seth Rollins won't be happy till he loses the wwe championship to @JohnCena on Sunday #TheRoadToSummerSlam #raw
27080,neutral,@KurumiGinger so i would guess that Seth Rollins will be kissing the belt good bye Sunday most likely
27082,neutral,"""It's $125 for the Seth Rollins meet and greet on Friday. Seth"
27084,neutral,Roman Reigns and Dean Ambrose are going to put down The Wyatts this sunday at Summerslam. #WWE #RAW
27085,neutral,@WWEUniverse Looking forward to the Dean Ambrose turn Sunday.  Should have held a sign up that says I'm turning.. #WWERaw #WWEMinny
27086,neutral,@3rdTriumvirate @normmacdonald @kfc see if you can get Norm to live tweet Big Brother on Wednesday. Thanks.
27089,neutral,The Undertaker showed up on Monday Night RAW with a message for Brock Lesnar. http://t.co/dJp23CgxHk http://t.co/wF92VzEtpK
27091,neutral,"""If Brock Lesnar wins this Sunday"
27092,neutral,"""Brock Lesnar vs Pop-Pop. This Sunday"
27094,neutral,"""Rolling Stone #1237 June 18"
27095,neutral,Hey @wwe my name is Shaky Knee. I ordered the Seth Rollins U Can't C Knee shirt and I need it before Sunday. Let's make this work.
27100,neutral,Seth Rollins absolutely has to win this Sunday if they don't want to ruin him forever now.
27101,neutral,"""This sunday you will be my bitch"
27102,neutral,@JohnCena going to be Seth Rollins bitch this Sun @SummerSlam #RAW
27104,neutral,"""No idea where Scott Walker sought medical care following his violent sink encounter"
27105,neutral,Well it's official John cena vs Seth Rollins #TitleForTitle winner take on this Sunday at #summerslam #RAW
27109,neutral,Cena gonna make seth Rollins his bitch this Sunday lets goo @JohnCena
27110,neutral,cena all day he always speaks the truth and Seth Rollins will be his bitch on Sunday trust me #16TimeChampSoon  https://t.co/xwMaEaEBJb
27111,neutral,@TheEricGoldman @A24 up there with Ice Cube pickin up an ice cube in Friday. Synecdoche New York begs to differ though :/
27113,neutral,@Espngreeny @espngolic @mikeandmike Is it true you guys are having Brock lesnar on your show tomorrow?
27114,neutral,@WWEIndia John Cena like never seen before.With this aggression Cena will rip apart Seth Rollins n be the 16th time champ #RAW
27115,neutral,Seth Rollins talks &amp; talks every Monday on RAW for about 45 minutes
27116,neutral,This Thursday night in #Smackdown it's a big 8 man tag team match randy Orton reigns Ambrose cesaro vs shamus Owens Luke an Wyatt  #RAW
27117,neutral,"""Gothic rock... I wonder if New Model Army ever thought about covering U2's hit """"Sunday Bloody Sunday""""!"""
27118,neutral,Join us Friday night after the Jason Aldean Concert for a special night of music with Corey Cox and Scotty... http://t.co/04ZRtXSzy4
27119,neutral,Pretty sure the last time Frank Ocean dropped anything i was in the 11th grade
27120,neutral,"""Brock Lesnar is home tonight.  &amp; how appropriate because after he loses Sunday"
27121,neutral,Anybody wanna go to the Jason Aldean concert September 4th with me?
27125,neutral,#RAW This may be the first and only mark out moment in Brock Lesnar's career
27126,neutral,HBT @HardballTalk David Wright on track to make his return next Monday http://t.co/ZseW5qACNP
27129,neutral,#RAW This Sunday Brock Lesnar will remember you the same way WWE remembers Hulk Hogan
27130,neutral,#RAW This Sunday Brock Lesnar will remember Undertaker the same way WWE remembers Hulk Hogan
27132,neutral,"""Brock Lesnar"
27133,neutral,The deadman's out for revenge! I can't believe he got booed tonight but I know Sunday that the Undertaker will beat Brock Lesnar!! #RAW
27135,neutral,"""First time ever you hear """"boos"""" for the undertaker! Brock Lesnar gonna beat his ass Sunday!!  #WWERaw"""
27136,neutral,Brock Lesnar is going over Sunday at #SummerSlam doesn't take a rocket scientist to figure that out #RAW
27137,neutral,"""Define religious liberty. Do you mean just Christians"
27138,neutral,"""Full results from an action-packed #RAW"
27139,neutral,I'll bet Scott Walker thinks about March 31st a lot. http://t.co/pcnq020cso
27141,neutral,"""Which is better: Gronk's new SportsCenter ad"
27143,neutral,I really hope Brock Lesnar just destroys The Undertaker Sunday
27144,neutral,"""Oliseh Drops Mikel Obi"
27145,neutral,Took a trip to the original Suplex City for Brock Lesnar's homecoming at WWE Monday Night Raw in Minneapolis. http://t.co/peuKoe9b3B
27146,neutral,Scott Walker repeatedly avoided whether he would deport children born in the USA. Maybe didn't get to the 14th Amendment b4 he quit college.
27147,neutral,"""@michaelirwin57 His numbers are deceiving"
27148,neutral,.@Mets third baseman David Wright will reportedly make his return next Monday. http://t.co/Rc8Y4ZOvFz http://t.co/1sn7ZvCHTz
27151,neutral,Brock Lesnar is going to be on Mike and Mike tomorrow. Which one gets sent to Suplex City first? @3SOB @JohnnyNBA
27154,neutral,these kids born in the 90s didnt know a Ice Cube as a hardcore rapper they know him as a actor and the guy from Friday. so who's shooting?
27157,neutral,David Wright already having set backs. Wont play til Monday in Philly. I wish he wouldn't get paid for the time missed.
27160,neutral,"""@_alexisaguirre_ Not sure if you'd enjoy them"
27164,neutral,Somebody find me a cheap ticket for the Seth Rollins meet and greet Saturday at 3. I'm not paying over $100.
27169,neutral,Might as well make a new Friday and have Ice Cube son play Craig son
27170,neutral,"""man I'm about to see Janet Jackson in October "
27175,neutral,Kinda considering getting tickets to see Sam Smith again in December to make it six concerts over four months?
27178,neutral,Some of you are more interested in Mikel Obi playing for Super Eagles than Mikel Obi himself. Dude may be more concerned about making money.
27179,neutral,What Happened After Monday&amp;#8217;s RAW with Brock Lesnar? http://t.co/GdWMZ3hhTn
27180,neutral,Let's talk Randy orton v. John cena circa when I cared about wrestle and Monday Night Raw
27181,neutral,Home base Super Eagles having their first training with coach Sunday Oliseh and his assistant Francois http://t.co/TIcElwlQuG
27182,neutral,Oliseh becomes the first Nigeria football figure to ring a bell at NSE: Super Eagles coach Sunday Oliseh visit... http://t.co/lfeigQzHrI
27185,neutral,Did you know that 'Ryan Braun' was Trending Topic on Monday 17 for 4 hours in Milwaukee? http://t.co/CLS1JATarS #trndnl
27194,neutral,@chrisbrown: I think Chris Tucker and ICE Cube should really make another FRIDAY!!! &gt;&gt;&gt; I know right
27196,neutral,@CBstayWINNING Chris Tucker and Ice Cube need to make another Friday
27197,neutral,Morning Must Reads: August 18: Wisconsin Gov. Scott Walker and Sen. Marco Rubio are both talking about healthc... http://t.co/J0lj5hxAX1
27200,neutral,Persistence is like: Chuck Norris beat the sun in a staring contest. #fitnessmotivation #fitness #gymtime
27202,neutral,"""Hillary Clinton"
27203,neutral,"""Brock Lesnar is wearing the exact same thing he wore the last time he went on ESPN in April. One can only conclude"
27204,neutral,I'm sorry to any Christians I may have offended but I'm an atheist &amp; if you have an issue with that just unfollow now #ThingsJesusNeverSaid
27206,neutral,Cringed a few times during that interview on @espn felt bad for Brock Lesnar. Summerslam is this Sunday by the way
27207,neutral,"""Carly Fiorina: Unlike Hillary Clinton"
27214,neutral,"""On this day in August 18"
27215,neutral,Taker. Undertaker attacks Lesnar to a disrespectful amount of boos. Hope Undertaker beats Brock Lesnar for the 3rd time at SS
27217,neutral,Isaiah Thomas tweeted that he worked out with Floyd Mayweather on Tuesday.
27218,neutral,"""Scott Walker now says he would phase out RFS: Source: http://t.co/rUGy5n4uCe - Tuesday"
27219,neutral,Wisconsin Gov. Scott Walker is prepared to call out members of his own party Tuesday as he unveils his own plan... http://t.co/VYR81hR95d
27220,neutral,John cena is going to beat Seth Rollins at summer slam on 23 of August on Sunday
27221,neutral,'' Cyborg ' going to reach 135 pounds to combat Rousey in December #Breakingnews# http://t.co/AouFuItfLe
27222,neutral,Brock Lesnar really about to kill the undertaker Sunday
27225,neutral,3 people from Big Brother are going to be at Flip Flops Friday lol
27227,neutral,"""@IndieVersity Bruce Jenner may have; however"
27229,neutral,[OSHODI] Oliseh to pick five more home based players - Super Eagles coach Sunday Oliseh has announced he will sele... http://t.co/KA1SYMGKu1
27230,neutral,Janet Jackson new album out Oct 2nd:  Multiple sources confirm that during an interview with Donnie... http://t.co/fI6cx1JTc7 Read More!
27231,neutral,"""Sunday Oliseh"
27232,neutral,"""Randy Orton was the first 3rd generation superstar"
27233,neutral,Brock Lesnar is facing the Undertaker at summerslam this sunday. That shits gonna be sick.
27234,neutral,"""I gotta say"
27236,neutral,"""PGA"
27237,neutral,You already know Brock Lesnar will Beat/Win the Undertaker this sunday at Summer Slam looool mark my words
27240,neutral,"""When I get a Moto G (3rd Gen) I will drop a brick on my Samsung GNex"
27241,neutral,"""Meant to be going to see Paper Towns on Saturday"
27242,neutral,s/o to the folks just now learning Ice Cube did more than Friday and Dre isn't just responsible for Eminem's come up #TheMoreYouKnow
27243,neutral,"""Head coach of the Super Eagles"
27245,neutral,"""Scott Walker was having a good day of campaigning Monday"
27247,neutral,WWE may be staged but Brock Lesnar is just a monster. He nearly made an NFL team with no football experience https://t.co/23XoIwpJcF
27249,neutral,"""The Weeknd dropping a mixtape right before he drops his new album on the 28th"
27250,neutral,WHOS GOING TO JASON ALDEAN SEPT 18th??? Hmu if you need tickets
27251,neutral,"""Wisconsin Gov. Scott Walker talked tough on immigration Monday"
27253,neutral,Ice Cube still look the same as he did in the Friday movies.. Everybody else looking old
27255,neutral,Sunday AM Message- Being a Christian is more than just a name. God commands us to act like Christians. Find out... http://t.co/ZJrjRzyNq7
27257,neutral,Brock Lesnar had to have a very similar surgery to the one I am having tomorrow. @BrockLesnar http://t.co/tcpjjndsjb
27259,neutral,"""Three new movies open at the @SpfldPalace this Friday (8/21/15)...Terminator Genisys in THX"
27260,neutral,September 4th last day at dunkin
27261,neutral,Scott Walker says he'll move to repeal Obamacare on first day of presidency - Sun Times National http://t.co/cugAxsn9Iv
27262,neutral,.@StLucieMets: .@Mets David Wright in tonight's lineup. Here are pics from his 1st rehab game. http://t.co/if3KmMNwYd http://t.co/zsDii85KBk
27264,neutral,The Deadman makes no apologies about what he's done to Brock Lesnar ... or what he's about to do at #SummerSlam. http://t.co/FFKWuiXhmu
27265,neutral,#Pastors consider dedicating service on Sept 27 to praying for @SaveSaeed &amp;for Christians persecuted around the world http://t.co/7VIsgTZVHi
27266,neutral,"""Super Eagles head coach"
27267,neutral,Anyone want to see Paper Towns on Thursday??
27268,neutral,"""Sam Smith on twitter talking about the end of his tour. He better be in Raleigh"
27269,neutral,I think at this juncture I may like Queens of The Stone Age more than I like Nirvana. tending bar @124Rabbit tonight if you'd like to discus
27270,neutral,"""http://t.co/MJpVZLDzaR  Monday"
27274,neutral,"""@layinsmackdown So you think The """"Feud"""" between Brock Lesnar vs The Undertaker will end after Sunday's Match at """"Summerslam""""?"""
27275,neutral,Josh Hamilton (knee) is out of the Rangers' starting lineup again on Tuesday night against the Mariners.
27280,neutral,"""No """"freefall"""" to see here.  Rand is in a virtual tie with Ben Carson"
27282,neutral,No movie tonight or tomorrow! hope you enjoy the week and we'll be back on Friday with Paper Towns! :)
27283,neutral,"""If anyone is going to the Jason Aldean concert Friday night"
27284,neutral,A Muslim distinguishes  Islam and Islamism + explains why the 2nd more dangerous than Nazism... to Muslims &amp; others http://t.co/T3EJpIKZki
27285,neutral,"""Werleman's Wager: If you are an atheist &amp; call atheists Islamophobic for being critical of Islam"
27287,neutral,"""Christians Preachers &amp; Believers must watch Sunday worship"
27289,neutral,Aug 8 (The Sports Xchange) - David Price allowed three singles in seven innings while Justin Smoak became the first Blue Jay to hit a
27291,neutral,"""He's all set for the Citi Field pictionary game """"@stluciemets: Rehab update: David Wright draws a walk on a 3-2 pitch in the 1st. #Mets"""""""
27292,neutral,OF Josh Hamilton was out of the Rangers' lineup for a third-consecutive game Tuesday with a sore left knee
27293,neutral,#Rangers OF Josh Hamilton out of the lineup for 3rd straight game with sore knee. Hopes to return Thur vs. #Tigers.
27295,neutral,"""Sharknado may not be real"
27297,neutral,Brock Lesnar vs Undertaker Sunday Night. I'm about as hyped as one can be for a scripted (almost) sporting event
27299,neutral,@Legouix Big Brother coming back (US v UK). 20th anniversary of Blur/Oasis battle which Blur won with Country House.
27300,neutral,"""David Wright's E5 on throw pulls @TheRealSmith22 off 1st"
27301,neutral,Oh man. Seth Rollins is going to be on @SINowlive in Friday and it's my day off :(
27302,neutral,"""Nice 1st pitch from @JordanSpieth but HE should have been the one signing the ball for Josh Hamilton"
27303,neutral,"""@DunkinDonuts Summer may be going"
27305,neutral,"""Hopefully Ice Cube get enough money from Barbershop 3 "
27306,neutral,5 home-based for Tanzania: Super Eagles coach Sunday Oliseh has revealed he will pick five players from the do... http://t.co/p7DXhAovMA
27309,neutral,David Wright stranded for the third time tonight for St. Lucie. Mets trail 4-1 headed to the 6th inning.
27311,neutral,"""With two outs in the 1st"
27322,neutral,@theweeknd: lonely star life of the party thursday the zone the birds part 1 and 2  gone rolling stone and heaven or las vegas 4 years old
27323,neutral,@AnthonyMcCarron U2 at the Brendan Byrne in Spring of 85. I apparently joined @PeterBotte for the 2nd leg at the Coliseum in the Fall.
27331,neutral,Caitlyn Jenner may as well donate her balls to the GOP since she doesn't need them &amp; the #GOP  needs a pair.
27334,neutral,"""We may look at the Protestant vs Catholic unrest as silly"
27337,neutral,"""Just to be clear. If Scott Walker wants to end the 14th Amendment"
27338,neutral,@JohnCena  Yup people gone hate you more. But is all okay so long you bet Seth Rollins.  Watch your back this Sunday.
27340,neutral,Sore left knee keeping Hamilton out: Rangers outfielder Josh Hamilton was not in the lineup in Tuesday's 3-2 l... http://t.co/GTOas0qxO2
27343,neutral,One of the 1st Bono references by Ohio Gov. John Kasich of the 2016 campaign...and now Tim Tebow too http://t.co/kDOm1qnCXp via @WKYC
27345,neutral,"""Super Eagles coach Sunday Oliseh spoke to journalists in Lagos on Monday"
27346,neutral,Someone get Dunkin with me tomorrow morning.
27349,neutral,"""Mythbuster: The truth about rules"
27353,neutral,"""Scott Walker sat down and went """"I want to write a mariachi song about the Seventh fucking Seal"""" https://t.co/WX9vdSBuvs"""
27354,neutral,High point. Ice Cube's son was the mvp of this movie. Whoever played Eazy should get 6th man of the year. Whoever casted Snoop shoot them.
27356,neutral,"""as nirvana plays at the bar @jonnyplantey says """"omg i love creed!"""" ..........yes may I have a bag of breadsticks togo pls????"""
27357,neutral,'Sam Smith' appeared on Tuesday 18 at the 18th place in the Top20 of Dallas-Ft. Worth's Trends: http://t.co/oXCB062g7Q #trndnl
27358,neutral,The Undertaker is gonna tombstone the shit out of Brock Lesnar on Sunday.
27360,neutral,Okay I'm rewatching that new kurt cobain documentary and I haven't been this far up nirvana's ass since the 8th grade
27362,neutral,Oliseh looking for playmakers in Super Eagles squad: Sunday Oliseh has revealed that he will not invite only p... http://t.co/X4EQwNdCQu
27365,neutral,Paul Dunne tied for 16th at the US amateurs: Ireland's Paul Dunne improved by two strokes to sign for a one-un... http://t.co/syevaPooSX
27367,neutral,"""@strawatheist C'mon apart from Jews"
27371,neutral,"""Log out no one in naruto is stronger then goku"
27372,neutral,"""I have just listed: 'Prince George of Cambridge 1st Birthday Commemorative Mug Prince Georg...'"
27374,neutral,@fi_fitz  hi Fiona tomorrow on key 103 top 10 at 10 please can you play me marry j blige U2 one please thanks Fiona
27377,neutral,"""Photoset: sunrise-has-gone: Iron Maiden performing Running Free on Top of the Pops"
27380,neutral,"""Just heard Skyhooks version of """"Women In Uniform"""" for the 1st time. Think the Iron Maiden version is probably still the best."""
27384,neutral,Mayweather vs. Rousey will never happen in the boxing http://t.co/fHDN9QPNlW
27385,neutral,"""@KelticSC @CloydRivers If you're Chuck Norris"
27387,neutral,@Uzumaki_Khan do God eater tomorrow along with naruto since its ur day off
27389,neutral,Straight Outta Compton the movie has to include a deleted scene of Ice Cube spittin the 1st verse on the song Straight Outta Compton on dvd
27392,neutral,"""Say it again? Oh c'mon beast"
27393,neutral,1st time in my life I agree with Brock Lesnar about his Rousey comment. #UFC #WWE
27395,neutral,Brock Lesnar did what any other man cant now he will pay for it this sunday
27398,neutral,Sam Smith - I'm Not the Only One (Jun Sung Ahn) Violin Cover https://t.co/wqlQSROPwe via @YouTube
27399,neutral,"""If I get my C in health and social on my essay on the transgender community tomorrow "
27400,neutral,"""John Kasich's immigration position on the Overton window has now shifted from """"Sensible"""" to """"Radical"""" #TheUnTrump https://t.co/SK6tcT4l5E"""
27403,neutral,@BoxingUFCNFLNBA By the way 24 Champion s defeated is 2nd most in history ANOTHER stat Floyd Mayweather holds
27404,neutral,Don't forget to stop in tomorrow night for a chance to win 2 tickets to the Jason Aldean concert August 23rd. For... http://t.co/sKAlRE7o3Y
27405,neutral,Can you imagine a Night under the Sun in Takoradi for a Digital and Analog games night for Christians and all?... http://t.co/h8Rw4Ovhe7
27406,neutral,"""August 28th"
27412,neutral,Sunday by Earl sweatshirt ft. Frank ocean still the GOAT
27413,neutral,"""Frank Ocean really sold dreams uno"
27414,neutral,Ohio Gov. John Kasich (R) on Wednesday said that he would like to get rid of teachers' lounges to reduce how much... http://t.co/aGVJ9peTyy
27415,neutral,"""When Randy Orton won The WHC at Summerslam against hmm"
27416,neutral,We're #hiring! Read about our latest #job opening here: Prince George Career Open House: August 26th at 6 PM - http://t.co/2ZoqnmYWff #cibc
27417,neutral,"""I touched base w/ the United States for the 1st time in Greenbelt"
27418,neutral,Gotta buy that Rolling Stone this Friday so I can read about Dre n'em
27420,neutral,Please register for this free event with Gov. Scott Walker on Monday in Sun City. It is open to the public! http://t.co/OIxCaOl48M
27421,neutral,"""Brock Lesnar vs. Undertaker: A Brief History of WWE's SummerSlam Main Event: This Sunday"
