,attitude,tweets
24491,negative,The complete stupidity of the WWE constantly kissing up to Rousey when she has no say in if she can do Mania http://t.co/ldZ1qSo1Bj #RAW
24494,negative,"""Most boring superstar of boxing ever sets up another mismatch """"Floyd Mayweather confirms he will fight Andre Berto  http://t.co/GraskXP20x"""""""
24504,negative,FOX NEWS screwed Rick Perry. NBC/WSJ poll left out by FOX so John Kasich would get the 10th spot in the debate. FOX NEWS? NO! FOX CROOKS!
24506,negative,I do understand that John Kasich has written two books. I'm not saying he DOESN'T know what's in the books. Someone may have drawn pictures.
24521,negative,"""Can't help believing how much Dustin Johnson was robbed in the 2010 PGA Championship"
24522,negative,"""jason aldean just said to have a great weekend on tuesday night. what the fuck"
24530,negative,"""@LilMissPrepper @tjemery1 I see. Well"
24537,negative,Electorate persists in thinking innumerate George Osborne is economically astute just because he looks like an arse. https://t.co/2uLLw3UjwM
24555,negative,Am I the only one who doesn't care that Floyd Mayweather is fighting again on September 12th against Andre Berto.... http://t.co/JvyDzH7ufo
24567,negative,They accuse you of playing politics because you want to look tough because George Osborne has stolen a march on... http://t.co/tt3PI4GXfR
24568,negative,"""Yakub may have been an Indian citizen"
24575,negative,@RajivMessage Was this media mafia behind the fact that Yakub got front page coverage when Lt respected Kalam was on 3rd or even 5th page
24578,negative,"""Floyd Mayweather """"the thirstiest capitalist since Daniel Plainview"""" lines up another boring fight http://t.co/FWZiPryN9f"""
24580,negative,"""@abasir201jab @abou_khaleed to kill Muslims"
24583,negative,@ULTMMA Cyborg did nothing (for lack of a better term) to progress WMMA and now suddenly the narrative is Rousey's ducking her? C'mon.
24587,negative,"""As a huge John Cena fan"
24606,negative,@mylittlepwnies3 Remember the British? Sun never sets. Now it's a soggy island getting overrun by Muslims.
24626,negative,@LenKasper could you and JD comment on what it may take to get Kris Bryant out of his current batting funk?
24627,negative,Can we just keep Hutchison away from David Price...his suck may be contagious #BlueJays
24629,negative,I can't wait until August 23 so that I don't have to hear any more of the Zac Brown Band.
24635,negative,"""@UFCTonight Replace Rousey v. Tate III and add Rousey v. Chris Justino"
24636,negative,2nd time going to Dunkin today and there closed. Like no this is not ok
24645,negative,"""Unlike Mel Gibson"
24647,negative,very bold of CNN to show the Hulk Hogan sex tape during the GOP debate tomorrow...at least we can see disappointing dicks on 2 channels now
24672,negative,"""Floyd Mayweather picked a guy who has lost 3 of his last 6 fights as his opponent"
24685,negative,7 Boko Haram militants killed in a clash with Chadian security forces: Yesterday Wednesday ... http://t.co/sKDxE4GBjz Via @Datjoblessboi
24691,negative,@flipkartsupport Still waiting for the replacement MOTO G to reach me. So much grief! One week after the 1st product crashes still waiting.
24696,negative,Waking up to Chanel West Coast crying while being arrested may top that day I woke up to racist Hulk Hogan. http://t.co/PUmtIF7ko4
24710,negative,We owe it a duty to crush Boko Haram not grant them mercy. At least if not for ourselves but for future terrorists who may rear their heads
24732,negative,"""@Starbucks your employees at 6th and 14th in NYC need an attitude adjustment"
24735,negative,"""A coworker just said"
24737,negative,"""@Motorola ordered my Moto G last Friday"
24739,negative,@POTUS  you bring all kids of MUSLIMS here to the USA but the Christians being slaughtered by Isis YOU leave to die!! MAY GOD FORGIVE YOU!!
24751,negative,"""You may be familiar w/ John Kasich ... Or not. Probably not. If you're not from Ohio"
24757,negative,John Kasich seems like he may be too level-headed to be a Republican. #GOPDebate
24767,negative,"""Harper trying to kiss up to Muslims now"
24772,negative,Need someone to get the April/May Kris Bryant back to Chicago because his at bats are getting worse
24776,negative,John Kasich just acted like a human being.  This may be a huge mistake. #GOPDebate
24781,negative,"""@SaifQuadri who knows"
24786,negative,The ONLY line I will remember tomorrow is John Kasich's dad was a mailman..... Who the hell cares?!?!? @foxnews
24789,negative,"""Ya know"
24798,negative,And then there are those who made a case for Yakub's innocence or his possible reform if he wasn't hanged. https://t.co/F5xCcurVqz
24801,negative,Interview tomorrow at Dunkin donuts lol really not where I wanted my first job to be but fuck it I need money
24808,negative,"""Who the heck did John Kasich pay to get all this good post-debate pub?  Who is he? Oh right"
24810,negative,"""Tiger Memon rang up family on July 30 before Yakub's hanging: Instead of grieving for his brother who was about to die"
24811,negative,"""Hulk Hogan is a racist"
24819,negative,Big Brother was annoying to watch tonight. They all decided to keep an obviously strong opponent over a weak one??? C'mon..
24825,negative,"""Death threat to Justice Dipak Misra who refused Yakub's mercy petition""""irrespective of the protection you may avail"
24826,negative,all the jerks who signed petitions for mercy for Yakub have ensured he doesnt go out for them .. No?  https://t.co/oG3ZSdMwGW
24827,negative,Nothing ruins a Friday morning more than hearing U2 - Beautiful Day on the radio
24832,negative,So Yakub's wife was lying when she said we know nothing about Tiger Memon.  http://t.co/gfz3Ykfqtg
24834,negative,"""@PERNICIOUSIERO May I also say that before you attack me for being a 'fake fan' of some sorts Nirvana "
24838,negative,Big Brother is going to be the reason I fall asleep in public tomorrow and mess up the first 3 weeks of school oops
24843,negative,Tiger Memon rang up family on July 30 before Yakub's hanging; told his mother that he will take revenge #CowardTigerMemon
24844,negative,"""@MikeAngelina Tanaka stinks. Plus"
24855,negative,"""@TshavhuThibe_ it's horrible"
24858,negative,"""Floyd Mayweather may be filthy rich"
24866,negative,"""Chris Christie thinks talk of the 4th Amendment is """"hot air""""? He puts the """"big"""" in Big Brother."""
24878,negative,Sara McMann i delusional.. She says the 3rd Tate fight makes but then wants a rematch herself. UFC won't waste a Rousey fight on McMann
24880,negative,Can someone send me the GIF of April from BB6 calling all Big Brother fans pieces of shit??
24887,negative,I'm not even a fan of box/mma but c'mon if you don't think Floyd Mayweather is a fucking joke then you're clueless
24890,negative,@ArmyZhope but then I was like she may like Kpop so I take the chance and told her she was like : are they all CHINESE I dont like them
24894,negative,@AaronBastani  @patrickwintour Was he not already on you're list http://t.co/gXnPP5sBjc &lt;&lt; him raging at Muslims for voting in galloway
24896,negative,Dragon Ball Z tomorrow but I don't know if I want to wake up early to see it at 12 ... When I can see F4ntastic or Ant-Man at a later time
24900,negative,If frank ocean doesn't realize his album by July 45 I'm going to kill myself
24902,negative,August 7th: Dr. dre drops his first album in 16 years. Everyone forgets about frank ocean not dropping his. Hip hop heads begin hibernation.
24909,negative,"""Even after taking into account the audience they're going for"
24927,negative,"""Good grief Big Brother"
24931,negative,David Price's last two starts against the #Yankees have been horrendous. He takes the mound Saturday http://t.co/tMyF4fdVD2
24955,negative,Lets kill David Price tomorrow like we always do and maybe you all will calm the fuck down #Yankees
24957,negative,@victoryseriesHD I will make Dua and Keep you all in my Mind. May Allah have Mercy on all Mujahidin and Muslims and destroy Kuffar AMIN!!!
24959,negative,I'll see all you band kids at dunkin tomorrow morning #yourlifesucks #mylifesucks #buymecoffeetoo
24966,negative,Bautista: We've got David Price going tomorrow. I don't think they feel good right now going home. (2 of 2)
24981,negative,"""Yeah"
24985,negative,About to go shopping again tomorrow bc the dress I got for Jason Aldean is not cute :-) forever 21 mirrors lie
24987,negative,Kind of really upset I'm missing fgl tomorrow night. Guess I'll have to make up for it at Jason Aldean
24989,negative,@boxingfannews Stop Paying For Floyd Mayweather's PayPer Views this Berto Fight is a joke Don't Buy the Fight then he may fight Top guys
24992,negative,it's August 8th but Frank Ocean let me down yet again
24997,negative,Who the hell am I gonna pitch tomorrow? David Price the only guy I wanna go with but he is going against us.
25007,negative,"""@Arachnera I may hate Naruto because it's terrible"
25009,negative,"""I don't see the point in the 3rd Tate vs Rousey fight"
25015,negative,"""I am not allowed to listen to Nirvana around Alexander because he may not like my music. He is 2 weeks old"
25030,negative,My bad let me fixate Y'all may be Muslims but you're not practicing Muslims
25034,negative,Yakub coverage: Outrage over notice to channels: Various journalists' bodies on Saturday expressed shock over the show-cause notice s...
25042,negative,@sweetieplier may I also suggest I hate myself and want to die by nirvana
25045,negative,"""@SaraBareilles So"
25046,negative,Cyborg and her management now calling for an April bout with Rousey ...lol..that didn't last long..fuck Cyborg already...
25067,negative,"""it's august 8th and still no Frank Ocean album"
25077,negative,"""I sat down two men today and all they could talk about was how nasty Caitlyn Jenner"
25085,negative,"""Its the 8th day of august"
25115,negative,What's going on why are people slandering Frank ocean ? He may be liar but he is one of the greatest talents my nigga
25117,negative,@CollectorCorps Hi corps I ordered two boxes of Ant-man on July  23rd and I haven't received anything not even a email. I emailed you guys.
25120,negative,"""Carly Fiorina isn't the 1st person 2 Xpose #HillaryClinton as Corrupt Liar"
25122,negative,@LeoWillner in regards to the masses of refugees this is crazy. Also when Muslims may take Greece. Real world worst case scenarios are...
25141,negative,Floyd Mayweather may be the most arrogant human being on the planet but that nigga rich af
25146,negative,"""When @habchanteur scams a poor innocent girl out of 20c"
25147,negative,Stupid view completely one sided. Do you think we enjoyed media bias on Yakub death sentence?  https://t.co/EPAxKxoUaQ
25162,negative,#NewsTraders are major reason for tarnishing the image of islam and Muslims today in the world... May Allah curse upon them...
25163,negative,I just watched Sharknado and it wasn't the worst thing I've seen (by a lot). I think I may have to reevaluate my life choices.
25171,negative,if the landlord or landlady Muslims tomorrow they will steal your address and spy on your family back home and find out what they own &amp;work
25180,negative,"""Miley Cyrus Trashes Taylor Swift: What a Bad Role Model!:  Taylor Swift may have written """"Bad Blood"""" about Ka... http://t.co/QcesQxUNPK"""
25184,negative,"""fox news sunday"
25185,negative,If you really think Rousey can be Mayweather I cannot take you serious at all.... This is a MAN fighting a WOMAN c'mon now
25189,negative,Carly Fiorina should probably learn what 'organ harvesting' actually is if she's going to use the term on the Sunday morning talk shows.
25190,negative,"""Cyber-squatter accuses Carly Fiorina of wishing she'd laid off 30"
25193,negative,"""Oh how I love the irony of Muslims"
25209,negative,you know you're really sad when you're sat crying listening to fucking sam smith :(((((((((((
25217,negative,"""@tiaxmariex Must think you're frank ocean"
25225,negative,how is it August 9th and Frank Ocean still hasn't dropped his album
25231,negative,Carly Fiorina may have shined in Jr debate but ask all those HP emploees she laid off to appease stock price for shareholders of HP.
25255,negative,Sad to hear one of my boyhood heroes #NYGiants NFL HOF member &amp; Monday Night Football original Frank Gifford has passed to the Great Beyond
25256,negative,So sad to hear about about Frank Gifford...May he rest in peace...
25257,negative,"""RIP Frank Gifford.Golden Boy. HOF player in NFL and last of Mohicans from Mon Night Football crew.Cosell "
25265,negative,Frank Gifford died this morning; he would have turned 85 next Sunday: http://t.co/YYbGTAlKMa
25317,negative,"""When I'm soaring on Sunday afternoon"
25320,negative,HOF president: Frank Gifford 'built the game': The passing of Frank Gifford cast a cloud over Sunday's proceed... http://t.co/wh0Fs6tt3X
25321,negative,You may remember Frank Gifford as a great football player or broadcaster. But I remember him as the guy who wanted anal from a stewardess
25339,negative,Frank was the anchorman. I have already missed Frank Gifford for a long time. I feel more sorrow about it now.  https://t.co/U8XNLAZvzA
25340,negative,"""On some real shit its August 9th and frank ocean still has not dropped that """" album """" and I'm honestly truly truly pissed the fuck off"""
25359,negative,Kpop may be known in US and UK but here in Belgium we have NEVER heard of it before.
25368,negative,@KathieLGifford So sorry for the loss of your beloved husband and father of your kids. May you see him again in heaven. RIP Frank Gifford.
25383,negative,@WNTonight I'm disappointed that you didn't lead with the death of Frank Gifford tonite..He was an institution on Monday Night Football smh
25384,negative,"""Miley doesn't like the """"Bad Blood"""" video"
25402,negative,Can't find a ride to Jason Aldean Thursday so looks like I'm not going
25403,negative,"""Frank Gifford always lived in someone's shadow"
25409,negative,"""Dandy Don"
25430,negative,So Carly Fiorina is going to crash and burn. @conserphilosofy  #WakeUpAmerica ....NEXT... http://t.co/OuK0O6mR1B
25463,negative,"""You may remember Frank Gifford for football"
25467,negative,"""@SaintFrankly I may not be speaking for the whole world here"
25468,negative,Why the hell did Audrey from Big Brother show up on my Facebooks people you may know
25470,negative,"""@WWE Brock Lesnar may have ended the Undertakers Wrestlemania streak"
25476,negative,@U2_ultraviolet naww U2 may not be the best band for you then
25478,negative,"""It's a busy Monday. Dangerously hot. NFL legend Frank Gifford dies"
25486,negative,Was just talking about Frank Gifford Sat &amp; sadly he dies on Sun. Maybe I'll be talking about @realDonaldTrump today. #gopclowncar
25507,negative,Sounds like Frank Gifford just did not wake up Sunday morning. Just a guess from what I have read.
25509,negative,Fail: Philly Daily News with the 2nd worse possible Frank Gifford death photo http://t.co/VxJjPzN51O v http://t.co/J12bmaD8oT
25516,negative,I was freaking out about being late to work and then I saw a guy spill an entire extra large Dunkin iced coffee all over himself #Monday
25521,negative,Janice Dean sums up bitter Donald Trump's shot at Carly Fiorina with simple snark-tastic hashtag http://t.co/5joJXYIlzk
25528,negative,"""http://t.co/hxwH1eenRr Trump at it again"
25533,negative,"""economic activities in Northern Nigeria has gone down by 50% due to Boko Haram"
25536,negative,I finally saw Sharknado 1 &amp; 2 for the first time at my pal's house on Saturday. I disagree with Australian man dying? Why would you do this.
25538,negative,@khawarijwitness @abasir201jab May Allah disgrace you you little fool. You share info on Muslims like this?
25540,negative,i'm going to jason aldean thurs... i hate country music...
25589,negative,"""Lmao"
25601,negative,"""@asswesee @ShonnaU @joeyyeo13 He didn't have the balls"
25617,negative,Damn AMC not showing ticket times for Paper Towns on the 14th. They show them for the 13th but not the 14th!
25631,negative,"""Don't tell me Rousey pulling a Mayweather and ducking fighters now. If Cyborg says she is down for December"
25653,negative,BBC news website has absolutely nothing on the Ikea stabbing. Is it because Muslims may be the murderers?
25665,negative,"""Regardless of how """"courageous"""" Caitlyn Jenner may be he still makes an ugly ass women lol"""
25666,negative,Forever jealous of those who are going to the Sam Smith concert tomorrow :(
25673,negative,"""Didn't wake up with Frank Ocean's voice"
25676,negative,@soyeounnie in sorry but my aunt listens to all Kpop and she never heard of ok now yea my fanbase may get mad and start shit but this time
25704,negative,"""90% of Muslims may be good individually. But"
25712,negative,i'd like to know why I have the 1st album by janet Jackson and the 1st record by roxette... shameful really
25722,negative,Why Muslims always fighting with Muslims....shameful history of Muslims....except prophet time to 4 Khlifah https://t.co/cvv5oj7TuV
25744,negative,By 2050 Nigeria is predicted to become third most populous country in the world. Boko Haram may also become a grave threat to world.
25750,negative,Floyd Mayweather has got to be the most disrespectful athlete. Ali is 5th on your list? Your pathetic. #disrespect #aliisthegoat
25752,negative,Rousey is knocking women out bigger than mayweather in 30 seconds fuck you mean she cant beat may weather in a mma fight
25758,negative,Floyd Mayweather has caused outrage with his 'top 5 boxers of all time'... Ali is only 4th. This is ridiculous! http://t.co/fNmhBDSQOI
25780,negative,"""I agree to an extent"
25782,negative,"""The Randy Orton vs Seth Rollins match being nothing special"
25785,negative,"""@AnjaWintour i know"
25805,negative,Sam smith will be here Saturday and I'm not going....something is not right.
25807,negative,"""@TBBaseballMkt it may have gone up"
25819,negative,Anyone who has talked wrestling with me knows how much I hate Brock Lesnar. Seeing him at RAW on monday will be literal hell.
25842,negative,Frank Ocean's verse on Sunday is so cold. The way he casually sent for Chris Brown &gt;&gt;&gt;
25846,negative,It's  selfish for Vanessa to be competing in Big Brother she is worth millions Taking an opportunity away from some1 who may need it #bb17
25853,negative,well I'm out dogs see u all Friday when I will send 90 tweets about garbage cheating trash Ryan Braun. Good night
25856,negative,Sam smith just canceled his concert for tomorrow. I'm soooooooo pissed
25863,negative,So I have a day off with nothing to do tomorrow be Sam smith cancelled his show :(
25864,negative,About 50 persons were on Tuesday killed when a bomb allegedly planted by members of the Boko Haram sect exploded... http://t.co/KiDSw8wxdA
25866,negative,Even though I'm not going to Sam smith tomorrow I would be hella disappointed bc he cancelled his show a day before :///
25868,negative,"""Moto G may be a good deal for money"
25871,negative,Sam Smith concert tomorrow got rescheduled and it's not til September 30th I'm hecka sad:(
25872,negative,having the worst day and all I was looking forward to was Sam Smith tomorrow and I come from dance to find out ITS FUCKING CANCELLED
25882,negative,u never see how the disbelievers unit like the unit against Muslims. May Allah doom US it their helpers in this life and pit bottom of hell
25884,negative,Boko Haram - the vindication of Governor Shettima http://t.co/ORdtgZKx2l via @daily trust
25890,negative,I WAS going to go to the Sam Smith concert tomorrow and find it insulting his people only gave 20 hour notice on the postponement.
25893,negative,@athar_gani @jatin_direct @sona2905 Most number of Muslims in the world R killed by fellow Muslims!1st sort it out&amp; then bark against Hindus
25925,negative,So I was at Dunkin and this idiot messed up my order 4 times then he said he wasn't giving me my order the 5th like what the hell he stupid.
25933,negative,Muslims in Nepal we will live &amp; fight with each other don't want a 3rd party interference.....
25938,negative,Zowie! Did Hillary Clinton really call Scott Walker THIS? (May be the worst timed tweet ever) http://t.co/qXffI4jZsa #Walker16
25939,negative,"""We all have friends like Frank Ocean that put stuff off and say """"I got you tomorrow"""" or """"Give me more time"""" when you know they dont have it"""
25955,negative,"""Niggers"
25961,negative,Kurt Cobain has been dead for 21 years and he's dropping a solo album in November and I'm still waiting for Frank Ocean's new album
25967,negative,if John goes home in the double eviction tomorrow this will officially be the worst season in Big Brother history
25976,negative,"""Nirvana's wild overrated but """"Smells Like Teen Spirit"""" is way up there on the GOAT list. I'd have sat thru a whole shitty show to hear it"""
25980,negative,Josh Hamilton was scratched from the Rangers' lineup Wednesday due to left knee soreness.
25981,negative,Kris Bryant just found that bomb threat that was called in Sunday....
25994,negative,Mayweather may be a scumbag but he'd never come close to losing to Rousey. https://t.co/HXBlmH0Q6j
26000,negative,"""So asad isn't enough for kill muslim that's way @RT_Erdogan u invite USA to kill Muslims"
26016,negative,I have a 5:30 shift tomorrow; it's my first back at Dunkin.  and I cannot sleep. and I'm feeling a little sick. great.
26019,negative,"""@skilledniall whoever """"they"""" is many people have turned it into Kpop as a whole U may not have said anyting racist but ppl in ur fandom have"""
26021,negative,@umseunghyunn I may not be a fan of KPOP but this is definitely racist (what @/1DAreUnicorns said just to clarify)
26027,negative,"""I may be Asian"
26034,negative,The language may be different but Kpop's genres with western musics are just the same. Stop acting like it's from outer space.
26045,negative,Kpop sounds like a disease you can get in a place where the sun definitely don't shine...  #DirectionersFuneral
26052,negative,"""According to rolling stone"
26071,negative,Dustin Johnson off to a flyer yet again! All he needs to do is stay off the coke on Saturday night.
26077,negative,"""Muslims claiming they are victims of oppression"
26088,negative,I'm watching Monday's Big Brother and Clay is in it but I'm confused because he was evicted last Thursday?
26097,negative,"""Once again Dustin Johnson is leading early in the tourny"
26107,negative,@hardygurl7 and stay away from kris Bryant!!!!  Don't need my star 3rd baseman caught with a 16 year old!!!!
26108,negative,""".@gshevlin Oh"
26112,negative,"""I can't wait to watch it this august""""@BOOOMBGUY: Everything about Caitlyn jenner irritates me.. When I see the ad of her reality tv show.."""
26113,negative,@AaronGleeman Cubs fans still complaining that Kris Bryant didnt come up til May now number in the dozens.
26114,negative,"""Just saw Scott Walker call Hillary the """"Deciever in Chief"""".  Yes. Today is Throw Up Thursday."""
26115,negative,"""@naenae82575 @mcspocky I have nothing to sat GOOD about a KOCH or SCOTT WALKER"
26125,negative,The Weeknd is releasing on the 28th but I can't even be excited because Frank Ocean ruined the whole getting excited for an album thing.
26127,negative,"""@MarioMelchiot Rousey my dear"
26141,negative,Did anyone tell Dustin Johnson that winning requires a lead on the 4th day and not just the 1st day?
26168,negative,Just tried to mix Nirvana with bass music and it sounded so bad I may have to retire.
26170,negative,what did you want from these much Muslims while you can kill yourself oh enemy of Muslims! May Allah destroy you oh Yazidis Christians Jews!
26172,negative,may Allah destroy you oh enemy of Allah for your enmity towards Muslims! what Muslims have done to you and you don't leave us alone o kafir!
26173,negative,FYF Saturday tickets are still very expensive but I kind of want one solely so I can see Frank Ocean.
26178,negative,what u want from Muslims oh kaffir may Allah azza wa jall destroy you for your enmity towards Muslims.
26181,negative,Carly fiorina may try to get sympathy votes from women by using the cancer card. #FeelTheBern #Bernie2016
26196,negative,"""WOOHOO!  Sorry Christians"
26231,negative,I may pull out the hair I don't have if I see another Rousey vs. Mayweather headline.
26244,negative,Wendy Williams sat there and literally made transphobic comments about Caitlyn Jenner and yet you don't see anything wrong??
26245,negative,Are we taking bets on when Dustin Johnson has a meltdown at the PGA? Saturday? Sunday? #DustinJohnson #PGAChampionship #choke
26253,negative,"""Also"
26254,negative,"""You'd assume the Mets would love to have David Wright back by next weekend in Colorado"
26256,negative,@Flipkart One last time. I want my Moto G 3rd Gen 16gb which I ordered or else I want compensation. Choice is yours.
26266,negative,Kurt Cobain solo is not Nirvana! Nirvana is a four-piece! How dare you!? ;) https://t.co/5BSIuBZGzR
26267,negative,If them fucking Muslims blow a bomb up in London tomorrow then we need to get the lot out of the UK fucking ship them all back #VJday
26282,negative,Ice Cube's N.W.A diss makes Drake's Meek Mill diss sound like it was written by an 8th grader. Geez.
26294,negative,I hope the servers for the new naruto game are great. Cause the 3rd's game server sucks ass
26324,negative,@DataGenesis @BobG231 It may be the Muslims will still want to colonize &amp; take over- that's the goal of Islam-world domination. #Ccot
26325,negative,"""Rangers LF Josh Hamilton was out again with a sore left knee"
26374,negative,@Chris__Shield @kizrees at least Dustin Johnson knows how to party which is why I'm guessing he falls apart by Sunday after his weekend out
26376,negative,I can't believe it's been 12 years since I lost my Big Brother. Today is his birthday and tomorrow is mine. When... http://t.co/wby2xtFy7w
26378,negative,Scott Walker may just be an idiot
26381,negative,Carly Fiorina seems to think that 12 year old girls shouldn't be given the HPV vaccine. She may think it's only for girls. Michael Douglas!
26390,negative,"""Adamawa to pay prayer warriors N200m to pray against Boko Haram  In what may appear strange to many"
26392,negative,the Sam Smith concert is Monday and I'm not going...I'm so upset
26411,negative,"""oh kaffir Gogdulah and kafir PKK dogs"
26415,negative,@castlescrumbln A response to Bad Blood may make the album ugly.
26421,negative,it's July 45 and there is still no news of the new Frank Ocean album
26425,negative,saving episode 12 for tomorrow because she made me angry and i just spent 13 hours playing naruto ultimate ninja 4 so my eyes are dead
26432,negative,"""I'm still upset with Frank Ocean"
26436,negative,David Wright grounds out in the 9th. Was 2-for-5 today.
26439,negative,"""@ShounenStrawHat it's a disgrace that the game came out in japan on 28th March smh"
26446,negative,"""#religionofpeace"
26463,negative,"""Welp"
26466,negative,David Price does not look happy getting sent off. He's allowed a hit each inning and left the game with the tying run at 2nd.
26467,negative,"""Starting to bother me when people say """"but it's David Price"""" when it comes to pitch counts. Don't want to burn him out before October."""
26474,negative,So we can't run ads to help catch the 16 most wanted terrorists because it might offend Muslims.... Great.... https://t.co/Kj3kXmjs11
26487,negative,"""All the GOP candatidates are eligable for prison. 1 dropped out"
26492,negative,"""@SensiblySecular @tiffanyhaase1 @GiselleTka that I may have an idea "
26499,negative,"""Well"
26506,negative,it's August 15 and Frank Ocean still hasn't dropped an album
26512,negative,"""15 august black day for Sikhs"
26524,negative,The Nigerian government hasn't been transparent enough in the fight against Boko Haram #Truth https://t.co/rDivJBFwNf
26530,negative,All my friends are going to the Sam Smith concert tomorrow and I got offered a ticket but ya girl ain't got $145 so I'm maddddd
26533,negative,Some are worried that aliens may invade earth; looking at George Osborne and Tory front bench; it looks like it has already happened!
26535,negative,"""Mr President To Defeat Boko Haram In 3 Months is too long"
26537,negative,Monday.....watching Paper Towns and I don't even know jack shit what its about T_T;;
26540,negative,"""Naruto is getting MORE filler after august"
26545,negative,"""@SaharaReporters R. I.P"
26546,negative,What is chilling? I get more stick from Muslims than I ever do from non-Muslims - am sorry it is the truth world - as much as it may pain
26550,negative,SOAK may have overtaken Sam Smith as the shittest artist currently in the charts
26561,negative,@BigBrotherBossy @BBTEAMCALEB It's the 2nd time. He blocked me from his 2nd temp account regarding Caitlyn Jenner. http://t.co/97Uhg6XEQl
26582,negative,"""I swear to god if this boy is pulling a Frank Ocean"
26597,negative,"""I have a bad feeling that Dean Ambrose may turn Heel on Roman Reigns at SummerSlam"
26601,negative,@Adorelola lol right like bitch did we see stories about Ice Cube being in a classic movie Friday nshit NO it's not a EE documentary
26609,negative,Ice Cube can help with the Straight Outta Compton movie but can't even make the last Friday movie.... Bruhhh
26615,negative,"""Our Cameroun horror"
26616,negative,"""Fuck wit Dre Day was really a terrible song. Ice Cube wrecked that beat though on """"Friday"""" (the song)."""
26617,negative,"""Sharknado is one of the worst movies in existence"
26626,negative,It's August 15th and Frank Ocean still ain't drop his album. We didn't forget you piece of shit where ever you are
26637,negative,well it is the 3rd straight crappy week of Big Brother. Can we just skip ahead to the buy back competition?
26665,negative,"""Our Cameroun horror"
26666,negative,if frank ocean wanna be stingy &amp; act dead then ima treat him dead. my condolences may he RIP @fucktyler @earlxsweat @oddfuckingtaco
26676,negative,Why couldn't I have heard about the frank ocean spotify shit tomorrow or something :(
26691,negative,"""@jezobrien You may have noticed that militant atheists"
26700,negative,"""#Thisweek Whoever decided Carly Fiorina needed a """"makeover"""""
26701,negative,@ContactSalkida May Allah bring an end to this killings by the Boko Haram militants
26702,negative,"""Scott Walker support has also dropped significantly"
26705,negative,"""Dunkin' Donuts"
26717,negative,Them as wish to know more about Christians and other persecuted minorities in unhappy lands. http://t.co/hJrQEfakrR
26747,negative,"""Dustin Johnson having a complete meltdown on the 1st hole"
26748,negative,Dustin Johnson is completely melting down. Sunday's just don't agree with him. #PGAChamp
26754,negative,Dustin Johnson just can't do Sunday's
26758,negative,If i see one more tweet about how Paper Towns is out tomorrow I'm going to lose my shit. We fucking get it
26764,negative,Well Dustin Johnson seems to have the anvil back in his bag on a Major Sunday. Dropped 20 spots on first hole. #SnowMan
26768,negative,Dustin Johnson just took an 8 on the 1st hole. I don't feel so bad about my golf game suddenly. #PGAChampionship #snowman
26778,negative,Looks like Dustin Johnson won't be winning the pga championship after shooting an 8 on the 1st hole. #choke#PGAChampionship
26797,negative,Everyone's excited for Paper Towns releasing tomorrow but take it from me the movie was absolutely horrible
26799,negative,Adamawa to pay prayer warriors N200m to pray against Boko Haram. At 1st I thought this was a joke. Now I know money's the root of all evils.
26806,negative,"""Ryan Braun failed me Friday"
26821,negative,Dustin Johnson is just a walking disaster on Sunday's lately.
26830,negative,@steveucnlive David price done the same thing. And got his cunt kicked in a 2nd time
26839,negative,Me and @raymond_rhea just sat here for fucking 10 mins trying to find out what nirvana meant in 'how deep is your love' #saddos
26852,negative,Dustin Johnson and Sunday's just don't mesh well #PGAChampionship
26853,negative,You may dislike Floyd Mayweather but he never took a loss like this.. http://t.co/lgM52cUMye
26855,negative,Why is Muhammad a myth.? If not then Muslims should welcome historians to do their job. I say they are afraid of what the historian may find
26876,negative,Maybe he'll run into some of those Zionists who hate Christians.  https://t.co/vP8J8CQunV
26878,negative,Pussy nigga made the wrong decision now he 2nd guessing. Big Brother getting real.
26887,negative,Steve may in fact be the biggest pussy in Big Brother history #BB17
26891,negative,CANT go to class tomorrow too stressed about big brother
26914,negative,Why is the @cineworld app so shit and doesn't have show times for Paper Towns on Sunday!?
26922,negative,"""Although George Orwell may have predicted Big Brother"
26924,negative,"""Your siblings may be cool"
26931,negative,You say no to western education but you record videos and post them on YouTube. May your hypocrisy destroy you BOKO HARAM.
26937,negative,"""I saw Paper Towns on Friday"
26941,negative,"""1st listen of #Compton. #2 is the worst opener for a Dre album. Like the Snoop"
26942,negative,Sam Smith hairline think it's Throwback Thursday everyday or some shit huh
26951,negative,RVP is getting the Hulk Hogan treatment by Man Utd. No mention of him at all. Pathetic considering he won us our 20th title.
26955,negative,John Kasich has been living in the murky middle on energy policy. His home state may force his hand soon. http://t.co/iWqc370ppH
26957,negative,"""Managed to loose my keys on 6th"
26961,negative,"""Whoever made this iced coffee at Dunkin' Donuts"
26971,negative,I like Taylor Swift as much as the next man but Bad Blood may be the single worst song ever created in the history of mankind.
26981,negative,I didn't realize Scott Walker has a big old comb-over. That picture may drop him a few points in the polls. https://t.co/v9dp5CHDNt
26995,negative,I've been at the beach since Friday and I still haven't listened to  Zac Brown Band. What is wrong with me??
27000,negative,"""@LFCacManager And he'll endlessly criticise Muslims"
27007,negative,"""Just when I thought Scott Walker couldn't become any more monstrous"
27033,negative,@WWESheamus randy orton may be boring but  you are a bitch
27041,negative,"""@Sophie__sophs @channel5_tv Agree! I watch with my mum and it's our monday night show"
