tweet,score
"['hey', 'home', 'sleep', 'cant', 'believ', 'weekend', 'finish', 'fast', 'happi', 'mother', 'day', 'good', 'morn', 'great', 'sleep']",1.0
"['gdgd', 'well', 'better', 'go', 'get', 'readi', 'work', ':|', 'haha', 'fun', 'tonight', 'x', 'x']",1.0
['thank'],1.0
"['good', 'hear', 'bck', 'let', 'stupid', 'rumour', 'put', 'u', 'long', 'ur', 'fan', 'r', 'behind', 'got', 'noth', 'worri', 'bout', 'x']",1.0
"['done', ""mother'"", 'day', 'peopl', 'day', 'behind', 'us', 'took', 'mom', 'starbuck', 'enjoy']",1.0
"['www.youtube.com/watch?v=cyjvgnp-va', 'sowwwyy', 'u', 'girl', 'make', 'twist', 'time']",1.0
"['go', 'hidden-fil', 'think', 'youtub', 'nott', 'lol', 'hey', 'put', 'phone', 'swim']",1.0
"['happi', ""mother'"", 'day', 'mother', 'list']",1.0
"['watch', 'rugrat', 'anndd', 'tweet', 'cours']",1.0
['thank'],1.0
"['btw', 'offend', 'yeah', 'rockstar', 'pretti', 'ok']",1.0
"['good', 'morn']",1.0
"['got', 'fist', 'fight', 'old', 'biker', 'guy', '...', 'dare', 'even', 'ask', 'ye', 'kick', 'ass']",1.0
[],1.0
"['zomg', 'cute', 'matt', 'shit', 'that', 'good', 'movi']",1.0
"['happi', ""mother'"", 'day', 'later', ""can't"", 'wait', 'see', 'concert', 'lol', 'well', 'ima', 'see', 'day', 'like', ';d']",1.0
"['happi', 'mother', 'day', 'mum']",1.0
"['ye', 'cute', 'predict', 'work', '...']",1.0
"['aww', 'yeah', 'dear', 'nicki']",1.0
"['yeaahh', 'xd', 'think', 'one', 'danc', 'littl', 'kid', 'woo', 'xx']",1.0
"['haha', 'fave', 'san-x', 'charact', ""that'"", 'rirakkuma']",1.0
"['love', 'shoe', 'perez', 'look', 'fine', 'alway', 'oh', 'ladi', 'gaga', 'say', 'outstand']",1.0
"['happi', 'mother', 'day', 'day', 'chocol']",1.0
"['paradis', 'also', 'said']",1.0
"['morn', 'wash', 'machin', 'alreadi', 'go', 'mum', 'dad', 'hous', 'get', 'hous', 'readi', 'wed', 'day', '...', 'busi', 'busi', 'busi']",1.0
"['thank', 'guy', 'awesom', 'thing', 'blog', 'tonight', 'grate']",1.0
"['divers', 'divers', 'divers', 'todayyy']",1.0
"['thank', 'followfriday', 'right', 'back', 'atcha']",1.0
"['get', 'readi', 'go', 'studi', 'outsid', 'fun', 'nice', 'sunni', 'day']",1.0
"['pretti', 'black', 'top', 'flower', 'pink', 'hue']",1.0
"['newcastl', 'enjoy', 'famili', 'mum', ""mother'"", 'day', 'st', 'time', 'year']",1.0
"['definit', 'although', 'caveat', 'normal', 'read', 'non', 'fiction', '..', 'recent', 'year', 'read', 'novel']",1.0
"['kakabalik', 'lang', 'tarlac', 'good', 'afti']",1.0
"['skype', 'famili']",1.0
"['bill', 'absolut', 'fantast', 'programm', 'love', 'cow', 'bell', 'bit', 'toward', 'end']",1.0
"['someon', 'admit', 'crush', '..', ""that'"", 'cool']",1.0
"['peopl', 'deceit', 'unreal', 'love', 'steve', 'jone', 'chan', 'tatum', 'renew', 'lol', '...', 'soo', 'nice']",1.0
"['got', 'back', 'km', 'run', 'realli', 'good']",1.0
"['thank', 'add', ""i'll"", 'tri', 'sign', 'later', 'get', 'home', 'still', 'luck', ""i'll"", 'email', 'someon']",1.0
"['everyth', 'better', 'bag', 'weed']",1.0
"['final', 'made', 'dead', 'space', 'took', 'half', 'year']",1.0
"['oh', 'cali', 'plan', 'go', 'might', 'get', 'see', 'da', 'hero', 'rock', 'sock']",1.0
"['work', '...', 'gettin', 'paid', 'sit', 'ars', 'guest', 'yet', 'mum', 'comin', 'eexcit']",1.0
"['thank', 'come', 'cuz']",1.0
"['learnt', 'someth', 'new', 'today']",1.0
[],1.0
"['haha', 'mani', 'time']",1.0
"['where', 'end', 'go', 'stay', 'watch', 'snl', 'one', 'funnier', 'show', 'theyv', 'done', 'season']",1.0
"[""y'all"", 'come', 'today', 'could', 'go', 'graveyard', 'hoorayi']",1.0
"['well', 'nice', 'see', 'great', 'day', 'tweet', 'soon']",1.0
"['glad', 'zoo', 'fun', 'great', 'mother', 'day', 'hun']",1.0
"['complet', 'dishwash', 'safe', 'except', 'pattern', 'might', 'come', 'blue', 'coat', 'humour', 'best', 'three', 'cheer', 'viz']",1.0
"['happi', ""mother'"", 'day']",1.0
"['yet', 'anoth', 'good', 'weekend', 'someon', 'sigh', 'man', 'like', 'boy', '..']",1.0
"['happi', ""mther'"", 'day', 'ms', 'rhix']",1.0
"['someon', 'left', 'anonym', 'card', 'thank', 'incred']",1.0
"['iq', 'high', 'come', 'knowledg', 'swim', ""round'n'round"", 'bowl', '...']",1.0
"['...', 'nope', '..', 'st', 'time', 'invit', 'ssm', 'grace', 'accept']",1.0
[],1.0
"['good', 'morn', 'everyon', 'nice', 'day', 'iloveitwhen', 'sun', 'shine', ""i'm"", 'go', 'write', 'stuff']",1.0
"['everi', 'time', 'write', 'tweet', 'alway', 'make', 'smile', 'let']",1.0
"['nearli', 'month', 'excit']",1.0
"['see', '...', 'look', 'retro', 'say', 'rerecord', '...', 'fan', 'love', 'given', 'one', 'chang', 'cs', 'fan']",1.0
"[""i'm"", 'sure', 'left', 'audienc', 'awestruck', 'katherin', 'look', 'forward', 'read', 'wonder', 'report']",1.0
"['bake', 'dinner', 'yummi', 'cant', 'wait', 'new', 'short', 'stack', 'tv', 'kind', 'dip', 'shall']",1.0
"['haha', 'sound', 'like', 'go', 'heap', 'fun', 'xx']",1.0
"['quit', 'amus', 'watch', 'pangaea', 'sing', 'f', 'killah', 'priest', 'guess', 'featur', 'album']",1.0
"['mikeywayday', 'count']",1.0
"['sound', 'like', 'perfect', 'way', 'spend', 'sunday', 'even', 'enjoy']",1.0
"['yesterday', 'awesom', 'sunni', 'day', 'best', 'friend', 'good', 'food', 'ton', 'fun', 'could', 'ask']",1.0
"['hey', 'guy', 'want', 'announc', 'marathon', ""let'"", 'say', '...', 'get', 'readi', 'coupl', 'episod']",1.0
"['word', 'yer', 'mother']",1.0
"['lol', 'gooot', 'riiight', 'mean', 'twatt', 'someth', 'cool', 'xd']",1.0
"['dear', 'journal', 'sex', 'earl', 'tonight', 'amaz', 'thirti', 'second', 'life']",1.0
"['check', 'green', 'day', 'demand', 'saw', 'new', 'live', 'video', 'u', 'right', 'blow', 'mind', 'love', 'u', 'sgb', 'even', 'time', 'mom']",1.0
"['happi', 'robbi', 'drank', 'good', 'bit', 'long', 'wake', 'sick']",1.0
"['crack', 'night', 'last', 'night', 'think', ""i'v"", 'ever', 'laugh', 'much', 'nice', 'lazi', 'day', 'today', 'woop']",1.0
"['much', 'fun', 'bff', 'iyla', 'love']",1.0
"['awww', 'ili', 'sweet']",1.0
"['ah', 'great', 'fiddl', 'later', 'see', 'figur']",1.0
"['saw', 'tonight', 'well', '...', 'great', 'movi', 'hope', 'well', 'mate', 'cheer', 'e']",1.0
[],1.0
"['sweet', 'heart', 'heart', 'talk', 'mom']",1.0
"['got', 'eminem', 'tix', 'friday']",1.0
"['woo', 'hoo', 'congratul']",1.0
"['guess', ""i'll"", 'use', 'twitterfox']",1.0
"['fabul', 'combin', 'till', 'arriv', 'b', 'bill', 'come', 'fun', 'chat', 'good', 'sunday']",1.0
"['work', 'im', 'ina', 'good', 'mood']",1.0
"['found', 'free', 'wifi', 'point', '...', 'sunni']",1.0
"[""i'm"", 'celebr', 'mother', 'also', 'celebr', 'legaci', 'woman', 'god']",1.0
"['np', 'mate', 'great', 'meet', 'pragu']",1.0
"['coffe', 'hand', 'lamin', 'floor', 'lay', 'footi', 'watch', 'play', 'live', 'dream']",1.0
"['order', 'mine', 'thank']",1.0
"['gonna', 'walk', 'around', 'hour', ""i'm"", 'total', 'motiv', 'wahahaha']",1.0
"['welcom', 'home', 'babe']",1.0
"['awww', '...', ':/', 'guess', ""that'"", 'good', 'bad', 'move', 'option', 'guess', 'mhm', 'hehe', ';)', 'time']",1.0
"['yay', 'get', 'extra', 'ï', '¿', '½', 'hmm', '..', 'anyway', ""i'm"", 'go', 'parti', 'hard', 'get']",1.0
"['mm', 'film', 'usual', 'handl', 'fuji', 'oh', 'met', 'girl', 'san', 'diego', 'kwento', 'soon', 'miss', 'youuu']",1.0
"['fab', 'wed', 'yesterday', 'feet', 'still', 'sore', 'danc', 'must', 'good', 'sign', 'v', 'glad', 'wake', 'bed', 'morn']",1.0
"['enjoy', 'sound', 'idyl', 'geordiebird', 'lost', 'bikini', '...', 'perfect', 'holiday']",1.0
"['back', 'home', '...', 'great', 'day']",1.0
"['finish', 'watch', 'copi', 'twilight', 'dvd', 'ganda', 'ng', 'mga', 'delet', 'extend', 'scene']",1.0
"['...', 'lala', '..', 'littl', 'girl', 'love', 'new', 'song', 'iï', '¿', '½', 'answer', 'u', 'love', 'freaki', 'twitter', 'guy', ';d']",1.0
['proud'],1.0
"['man', 'thing', 'would', 'chng', 'vega', 'british', 'boy', 'wayyy', 'hot']",1.0
"['roast', 'yummi', 'think', 'mum', 'impress']",1.0
"['love', 'charg']",1.0
"['face', 'make', 'peopl', 'laugh', 'caus', 'ugli', 'half-way']",1.0
"['bare', 'awak', 'eat', 'breakfast', '..', 'marathon', 'morn', 'good', 'luck', 'racer', 'happi', ""mother'"", 'day']",1.0
"['march', 'nd', 'uk', '..', 'today', 'quiet', 'regard', 'mother', 'day', 'sweet', 'u', 'wish', 'though', '..', 'thank']",1.0
"['self-portrait', 'week']",1.0
"['brother', 'make', 'banana', 'shake', 'yesterday', 'made', 'mango', 'shake', ""he'"", 'shake', 'guy']",1.0
"['hala', 'final']",1.0
"['use', 'heard', 'powershel', 'nice']",1.0
['got'],1.0
"['sang', 'xbox', 'lip', 'drunk', 'beer', 'weekend', 'rock', 'far']",1.0
"['think', 'im', 'becom', 'obsess', 'mgmt', 'kid']",1.0
"['ok', 'saw', 'u', 'joey', 'thought', 'u', 'look', 'interest', 'like', 'thing', 'sanctuarysunday']",1.0
"['dy', 'hair', 'back', 'super', 'black']",1.0
"['ishra', 'haha', 'cassi', 'ventura', '...', 'haircut', 'yesterday', 'beat', 'music', 'award']",1.0
"['tiesto', 'vicki', 'park', 'excel']",1.0
"['luv', 'sissi']",1.0
"['extrem', 'excit', ""i'm"", 'day', 'behind']",1.0
"['watch', 'merlin', 'omg', 'cute']",1.0
"['ooh', 'yay', 'forev', 'sinc', 'last', 'ss', 'tv', 'bake', 'dinner', 'good', 'yummi', 'prawn', 'xx']",1.0
"['f', 'star', 'trek', '...', 'great', 'sunday']",1.0
"['sound', 'nice', 'tri', 'recip', 'gotta', 'tell', 'turn']",1.0
"['cloudi', 'day', 'madrid', 'typic', 'spring', 'day']",1.0
"['good', 'day', 'anoth', 'lindi', 'day', 'today', 'level', 'b', 'free', 'tester', 'olympi', 'diamanti', 'th', 'floor', 'thessaloniki']",1.0
"['realli', 'worth', 'watch', 'cinema', 'mum', 'realli', 'enjoy']",1.0
"['bahah', 'would', 'realli', 'funni', 'would', 'realli', 'cut', 'haha']",1.0
[],1.0
"['mom', 'twitter', 'imma', 'post', 'anyway', '...', 'love', 'mommi']",1.0
"['love', 'love', 'say', 'love', '...']",1.0
"['succes', 'cancertown', 'launch', 'yesterday']",1.0
"['night', 'continu', 'w', 'fav', 'mazi', 'kristina', 'ericka', 'robin']",1.0
['chill'],1.0
"['know', 'sleep', 'rate', 'need', 'right']",1.0
"[""d'aaawhh"", 'cute']",1.0
"['happi', ""mother'"", 'day', 'mom']",1.0
"['haha', 'like', 'default', 'pictur', 'meow']",1.0
"['happi', 'mother', 'day', 'mommi', 'love', 'much', 'dono', 'id', 'without']",1.0
"['true', '...', 'clean', 'cloth', 'good', 'thing', 'enjoy', 'day', 'love', 'new', 'avatar', 'btw']",1.0
"['funnili', 'enough', 'roland', 'presid', 'social', 'club']",1.0
"['happi', 'mother', 'day', 'twitter', 'mom', 'sent', 'mom', 'sleepi', 'video', 'phone', 'call']",1.0
"['awww', 'ray', 'best', 'mean', 'lot', 'say', ""can't"", 'wait', 'hang', 'hope', 'soon']",1.0
"['grey', 'anatomi', 'fuckn', 'awesom', 'atm']",1.0
"['www.youtube.com/watch?v=urrxtadom', 'first']",1.0
"['still', 'bed', 'enjoy', 'spring', 'sunshin', 'stream', 'window', 'woke', 'rigid', 'extrem', 'pain', 'exhaust', ""i'm"", 'posit', 'today']",1.0
"['cuckoo', 'back', ""year'"", 'model', 'start', 'chirp', 'instead']",1.0
"['well', 'say', 'look', 'hot', 'pic', '...', ""that'"", 'gotta', 'work', 'us', '...']",1.0
"['wish', 'happi', 'mother', 'day']",1.0
"['wonder', 'talk', 'alarm', 'call', 'i-phon', 'bed', 'side', 'alarm', 'call', 'imagin', 'wake', 'messag', 'lol']",1.0
['geek'],1.0
"['yehh', 'sign']",1.0
"['home', 'made', 'red', 'velvet', 'cupcak', 'pretti', 'damn', 'good', 'master', 'frost', '...', 'goodnight']",1.0
"['see', 'messag', 'mandingo', 'jr', '..', 'lol', 'hope', 'music', ""i'll"", 'like']",1.0
"['decaf', 'tea', 'late', 'never', 'coffe', 'id', 'fli', 'around', 'room', 'justin', 'timberlak', 'host', 'funni', 'sketch', 'w', 'samberg']",1.0
"['alison', 'great', 'around', 'miley', 'love', 'meet', 'see', 'tell', 'give', 'shoutout', 'fan']",1.0
"[':o:', ':o:', ':o:', 'like', 'sweeney', 'todd', 'best', 'movi']",1.0
"['slept', 'good', 'long', 'time', '...', 'feel', 'great']",1.0
"['enjoy', 'congrat', 'thank', 'recip', ""we'll"", 'tomorrow', 'morn']",1.0
"['sew', 'thing', 'nice', 'feel', 'crafti', 'product', 'foxi']",1.0
"['feel', 'grate', 'great', 'mum', 'famili']",1.0
"['thank', 'x']",1.0
"['givein', 'ladi', 'ga', 'ga', 'arun', 'money', 'get', 'hee', 'hee', 'love']",1.0
[],1.0
"['came', 'tantalizingli', 'close', 'ace', 'facebook', 'commun', 'quiz', 'one', 'question', 'hope', 'britain', 'next', 'communist', 'correct', 'answer']",1.0
"['good', 'next', 'month', 'go', 'awesom']",1.0
"['good', 'morn', 'everyon', 'hope', 'al', 'love', 'sunday', 'hope', 'doesnt', 'rain', 'tomorrow', ':|']",1.0
"['get', 'readi', 'leav', 'school', 'wednesday']",1.0
"['favourit', 'photo', 'took', 'last', 'night']",1.0
"['guy', 'rock', 'tonight', 'la', 'love', 'ya', 'guy', 'cab', 'wait', 'see', 'anoth', 'awesom', 'show', 'soon']",1.0
"['eftel', 'great', 'nice', 'time', 'famili', 'dinner', '..', 'forget', 'key', 'car', 'hmmm', 'bless', 'anwb', 'back', 'germani']",1.0
"['alway', 'forget', 'much', 'fun', 'kyle']",1.0
"['woke', 'gonna', 'shower', 'go', ""nan'"", ""mother'"", 'day', 'lunch', 'happi', ""mother'"", 'day']",1.0
"['ah', 'final', 'home', 'comfi', 'bed', 'goodnight']",1.0
"['away', 'year', 'play', 'sim', 'world', 'warcraft']",1.0
"['god', 'bless', 'dear', 'friend', '...']",1.0
"['ali', 'aj', 'new', 'album', 'summer', 'yay']",1.0
"['send', 'love', ""mother'"", 'day', 'wish', 'happi', 'day', 'ahead']",1.0
"[""i'm"", 'surpris', 'bf', 'want', 'play', 'u', 'although', 'would', 'requir', 'anoth', 'guitar', '...', 'glad', 'u', 'fun']",1.0
"['omg', ""booth'"", 'hallucin', 'latest', 'epi', 'bone', 'absolut', 'brilliant', 'gud', 'lookin', 'guy', '..', 'u', 'keep', 'open', 'mind', 'lol']",1.0
"['morn', 'david', 'safe', 'journey', 'enjoy', 'time', 'state', 'xxx']",1.0
"['yayi', 'cant', 'wait', 'see']",1.0
"['well', ""that'"", 'good', ""i'm"", 'fast', 'learner', 'mmm', 'zachari', '...', 'prepar', 'randomli', 'mention', 'given', 'time', 'yummi']",1.0
"['im', 'explor', 'home', 'xd', 'back', 'vacat', 'nice', 'home']",1.0
"['eat', 'hot', 'link', 'torta']",1.0
"['thank', 'lot', 'kind', 'got', 'back', 'nice', 'drive', 'fun', 'car', 'drive', 'nice', 'day']",1.0
"['thank', 'ooh', 'see', 'read', 'desert', 'island']",1.0
"['mornin', 'world', 'hmmm', '...', 'suppos', 'earli', 'oh', 'well']",1.0
"['fine', 'thank', 'guy', 'dont', 'quak']",1.0
"['miss', 'mcfli', 'last', 'night', 'much', 'front', 'row', 'centr', 'danni', 'make', 'laugh', 'much', 'lol']",1.0
"['good', 'morn', 'jess', 'want', 'say', 'thank', 'everyon', 'follow', 'us', 'tell', 'friend', 'us', 'pleas', 'xxx']",1.0
"['oh', 'god', 'final', 'found', 'someon', 'onlin', 'haha']",1.0
"['enjoy', 'good', 'day', 'forget', 'twitpic', 'xxx']",1.0
"['ye', 'realli']",1.0
"['proud', 'b', 'trekki', 'new', 'star', 'trek', 'movi', 'ruuullzzz']",1.0
"['omg', 'excti']",1.0
"['yeah', 'poor', 'yao', 'hope', 'u', 'fun', 'look', 'laker', 'jerseyz', 'haha', 'enjoy', 'ur', 'time', 'buddi']",1.0
"['omg', 'yr', 'like', 'goddess', 'prove', 'yr', 'love', 'love', 'lead', 'u', 'back', 'fav', 'old', 'skool', 'track', 'x']",1.0
"['yay', 'poker', 'win', 'sketchi', 'student', 'decid', 'show', 'today', 'lawl']",1.0
"['globe', 'theatr', 'rock', '...', 'noth', 'better', 'romeo', 'juliet', 'suppos', 'watch']",1.0
"['sun', 'shin', 'im']",1.0
"['rsvp-ed', ""qiuqiu'"", 'wed', 'invit']",1.0
"['got', 'saturday', 'frame', 'sign', 'foto', 'last', 'night', 'valentino', 'rossi', 'aswel', 'eee', 'night']",1.0
"['seen', 'game', 'websit', 'awesom', 'go', 'msn']",1.0
"['like', 'plane', 'train', 'automobil', 'best', 'luck', 'juan', 'pelota']",1.0
"[""that'"", 'great', 'weee', 'visitor']",1.0
"['greenday', 'come', 'decemb']",1.0
"['seen', 'game', 'websit', 'awesom', 'go', 'msn']",1.0
"['great', 'movi', 'best', 'welsh', 'flatmat']",1.0
"['correct', 'faceti', 'sarcast', 'apolog', 'oh', 'happi', ""mother'"", 'day']",1.0
"['cheer', 'john', 'thank', 'follow', 'look', 'forward', 'twitter', 'think', ""this'll"", 'good', 'place', 'rant', 'xxx']",1.0
"['seen', 'game', 'websit', 'awesom', 'go', 'msn']",1.0
"['everyon', 'constantli', 'retweet', 'would', 'make']",1.0
"[""i'm"", 'cobra', 'mexican', 'bird', 'flu', 'hub', 'gay', 'bar', 'hate', 'play', 'mix', 'oh', 'shit', 'freez', 'frame']",1.0
"['seen', 'game', 'websit', 'awesom', 'go', 'msn']",1.0
"['came', 'back', 'see', 'boat', 'rock', 'amazingli', 'cool', 'movi', 'definit', 'get', 'dvd']",1.0
"['goodnight', 'twittervers']",1.0
[],1.0
"['thank', 'judi', 'back']",1.0
"['happi', ""mother'"", 'day']",1.0
"['say', 'love', 'mom']",1.0
"['fuck', 'fuck', 'fuck', 'fuck', 'pleas', 'comment', 'back', 'ili']",1.0
"['good', 'morn', 'folk', 'ya', 'gonna', 'today', 'mother', 'day']",1.0
"['one', ""mum'"", 'happi', 'mother', 'day', 'special', 'mention', 'one', 'newest', 'member', 'hope', 'good', 'u', 'u']",1.0
"[""i'll"", 'think', 'mani', 'goal', 'unit', 'go', 'knock', 'past', 'citi', 'bout']",1.0
"['happi', 'happi', 'bday', 'babi', 'girl', 'love', 'ya', 'hope', 'get', 'everyth', 'want']",1.0
"['happi', 'happi', 'bday', 'babi', 'girl', 'love', 'ya', 'hope', 'get', 'everyth', 'want']",1.0
"['still', 'awak', 'way', 'better', 'reason', 'fantast', 'night', 'fantast', 'peopl', '...', 'fantast', 'food']",1.0
"['morn', 'love', 'day', 'last']",1.0
"['cup', 'tea', 'cold', 'tast', 'realli', 'good']",1.0
"['yesterday', 'fun', '..', 'st', 'concert', 'year', 'know', ""i'm"", 'late', 'xd', '..', 'buena', 'vista', 'social', 'club', 'live', 'free', '..']",1.0
"['head', 'home', 'see', 'yall', 'tweet']",1.0
"['still', 'work', ""mom'"", 'mother', 'day', 'gift', '...', 'shh', 'slideshow']",1.0
"['text', 'hope', 'know', 'favorit']",1.0
"['thick', 'pig', 'shit', 'went', 'oxford', ""helena'"", 'cantab', ""friend'"", 'descript', 'boyfriend', 'yesterday', '...']",1.0
"['im', 'kinda', 'tire', 'enough', 'sleep', 'migrat', 'got', 'sing', 'along', 'haha']",1.0
"['dh', 'work', 'dd', 'parti', 'serious', 'think', 'treat', 'ds', 'sushi', 'lunch', ""mother'"", 'day']",1.0
"['awww', 'thank', 'great', 'guy', ""how'"", 'ur', 'weekend', 'far', 'hug', 'xxx']",1.0
"['laugh', ""i'm"", 'glad', 'self', 'confid', 'wonder', 'trait', ""i'll"", 'applaud', 'extra', 'loud', 'okay']",1.0
"['slept', 'hour', 'would', 'longer', 'work', 'pm']",1.0
"['haha', 'one', 'day', 'huge', 'roadtrip']",1.0
"['also', 'tri', 'friendli', 'fire', 'alreadi', 'heard', 'great', 'stuff', 'florenc', 'machin', 'great', 'great', 'music']",1.0
"['wolverin', 'awesom', '..', 'love', 'great', 'actor', '..']",1.0
"['get', 'work', 'everywher', '..', 'articl', 'etc', 'love']",1.0
"['happi', 'mother', 'day', 'mamma']",1.0
[],1.0
"['err', 'get', 'timthumb', ""what'"", 'url']",1.0
"['mexican', 'coca', 'cola', 'bottl', 'new', 'favorit', 'thing', 'high', 'fructos', 'corn', 'syrup', '...', 'sugar', 'awesom', 'old', 'school']",1.0
"['cool', 'lil', 'night', ""berrie'"", 'eat', 'pizza', 'waitin']",1.0
['like'],1.0
"['sun', 'shine', ""i'm"", 'drive', 'lesson']",1.0
"[""i'm"", 'look', 'forward', 'joy', 'f', '...', 'hope', 'anoth', 'disater', 'race', 'ferrari', 'button', 'get', 'anoth', 'well', 'deserv', 'win']",1.0
"['done', 'chocoslam', 'brother', 'usual', 'failur', 'final', 'burnt', 'tongu', 'hahahaha', 'stupid']",1.0
"['eerrr', '...', 'would', 'say', 'heart', 'ur', 'background', 'though']",1.0
"['watch', 'video', 'facebook', 'make', 'feel', 'like', 'biggest', 'creep', 'guess', 'also', 'tweet', 'woohoo']",1.0
"['paul', 'scanlon', 'share', ""god'"", 'word', 'morn', ""he'"", 'sound', 'bit', 'hoars', 'perhap', 'touch', 'cold', 'hold', 'pastor', 'back']",1.0
"['lol', '-->', 'mention', 'pleasur']",1.0
"['lookin', 'forward', 'jam', 'dj', 'kimosav', 'th', 'loft']",1.0
"['munchin', 'bacon', 'butti', 'woohoo', 'fave']",1.0
"[""here'"", 'even', 'drink', 'thursday', 'night', 'london']",1.0
[],1.0
"['eat', 'dillybar', 'dq', 'yuuum']",1.0
"['day', 'pleasur', 'person', 'appear', 'sound', 'good', 'day', 'good', 'weather']",1.0
"['happi', ""mother'"", 'day', 'mother', 'especi', 'mine', 'enjoy', 'ya', 'day', 'mother']",1.0
"['happi', ""mother'"", 'day', 'hug']",1.0
"['ay', 'buti', 'pa', 'kayo', 'uy', 'thank']",1.0
"['got', 'bouquet', 'flower', 'mom', 'heheh', 'sweet']",1.0
['yep'],1.0
"['home', 'work', 'hour', 'sleep', 'put', 'mile', 'new', 'bike']",1.0
"['aw', 'frank', 'like', 'movi', 'cool', 'fulli', 'understand', 'think', ""that'"", 'cool', '(:']",1.0
"['ye', '...', 'bag', 'goodi', 'lol']",1.0
"['rofl', ""that'"", 'like', 'hear']",1.0
"['ppl', 'year', 'anniversari', 'video']",1.0
[],1.0
"['inde', 'thank', 'share', 'go', 'sleep', 'giggl', 'night']",1.0
"['want', 'red', 'cruiser', 'like', 'one', 'lmfao']",1.0
"['happi', 'mother', 'day', 'go', 'later', 'pm', 'watch', 'well', 'renown', 'group', 'singer']",1.0
"['stitch', 'brave', 'boy', 'anesthet', 'cbeebi', 'dull', 'pain']",1.0
"['good', 'morn', 'ate', 'pizza', 'breakfast']",1.0
"['happi', 'mother', 'day']",1.0
"['love', 'wake', 'think', 'weekday', 'realiz', 'weekend']",1.0
"['thank', 'xx']",1.0
"['new', 'toy']",1.0
"['ever', 'man', 'aswel', 'love', 'want', 'gossip', 'girl', 'decid', 'summer', 'spend', 'lot']",1.0
"['oh', 'fabul', 'ta', ""i'm"", 'coffe', 'obvious', 'although', 'cup', 'larg', 'enough', 'embrac', 'defici']",1.0
"['ok', 'see', 'da', 'climb']",1.0
"['got', 'home', 'glad', 'decid', 'go', 'yay', 'new', 'friend', 'yay', 'hug', 'crush', 'happi']",1.0
"['good', 'morn', 'twitterworld', 'slept', 'less', '..']",1.0
"['u', 'friendster', 'add', 'email', 'adress', 'add', 'loco_crime_st', 'com', 'add', 'leav', 'comment']",1.0
"['happi', 'mother', 'day']",1.0
"['still', 'awak', 'lol', 'finish', 'talk', 'realli', 'good', 'brawl', 'player', 'talk', 'smashspace.ning.com', 'join', 'websit', 'like', 'ssbb']",1.0
"['hello', 'twit', 'world', 'best', 'buddi', 'bbq', 'until', 'jay', 'z', 'spotifi']",1.0
"['today', 'first', 'real', 'mother', 'day', 'son', 'actual', 'born', 'yet', 'last', 'year', ""can't"", 'wait', 'hug', 'get', 'home']",1.0
"['perfect', 'night', 'best', 'month', 'life', 'far', 'boo']",1.0
"['hey', 'cant', 'wait', 'u', 'guy', 'come', 'jersey', 'woop', '...', 'hope', 'ur', 'lookin', 'ward', 'coz', 'r', 'x']",1.0
"['hahahaha', 'definit', 'still', 'write']",1.0
"['yay', 'go', 'wyattt', 'total', 'amaz', 'im', 'happi', 'yay']",1.0
"['well', 'donkey', 'appeal', 'sure']",1.0
"['best', 'night', ""i'v""]",1.0
"['oh', 'cool', 'come', 'berlin']",1.0
['love'],1.0
"['thank', 'hope', 'karma', 'beat', 'fucker', 'ground']",1.0
"['read', 'maltes', 'sunday', 'newspap', 'coffe', '...', 'aaaah', '..', 'gloriou', 'sunday']",1.0
"[""i'm"", 'bit', 'late', 'new', 'twitterif', 'interfac', 'iphon', 'cool', 'oh', 'richi', 'lauren', 'engag']",1.0
"[""i'm"", 'awak', 'earli', 'like', 'sunday', '...', ""i'm"", 'look', 'pictur', 'last', 'night', 'bloodi', 'awesom', 'word', '...']",1.0
"['final', 'go', 'home', 'long', 'night', '..', 'readi', 'crash', 'awesom', 'dream']",1.0
"['surprisingli', 'good', 'day', 'time', 'sleep', 'hope', 'sweet', 'dream', 'await']",1.0
"['goood', 'beer', 'tiiim']",1.0
"['hey', 'tweeterz', 'go', 'itun', 'buy', 'new', 'hit', 'singl', 'tell', 'like']",1.0
"['year', 'funniest', 'thing', 'danc', 'sooo', 'happyyi']",1.0
"['oh', 'yeah', 'lol']",1.0
"['meet', 'stranger', 'lol', 'alon', 'vega', 'amaz']",1.0
"['yeah', 'smallvil', 'late', 'night', 'savior', 'one', 'clark', 'meet', 'young', 'flash', 'total', 'awesom']",1.0
"['love', 'one', 'especi', 'shoe', 'anyway', 'gmn', 'punya', 'acc', 'lookbook', 'ya']",1.0
"['hehe', 'found', 'ya']",1.0
['morn'],1.0
"['australian', 'hardcor', 'metalcor', 'scene', 'amaz', 'right', 'look', 'third', 'strike', 'chelsea', 'smile', 'bmth', 'day']",1.0
"['cool', 'thank', 're-tweet', 'guy']",1.0
"['xhaust', 'amaz', 'nite', 'w.hous', 'corr.dinn', 'whatta', 'nite', 'zzz', 'twitterland']",1.0
"['spent', 'last', 'two', 'hour', 'play', 'ld', 'babe', 'hella', 'fun', 'love']",1.0
"['excel', 'look', 'like', 'twitterif', 'competit']",1.0
['work'],1.0
"['right', 'action', 'grab', 'shower', 'grab', 'camera', 'think', 'walk', 'sunshin', 'along', 'canal', 'later', 'good', 'tweepl']",1.0
"['oh', 'yeah', 'point', 'taken']",1.0
