content,target
@stephenfry She must be a were-Wookiee then,0.0
"@DejaMeade For the record, Madina Lake played your song third.  At least your enjoyed The Audition though?",0.0
http://twitpic.com/4jcxr - @georgiababesss i meann look at what i just found lol,1.0
"#MQM has opted to strike, May 12th - Altaf bhai to unveil what really happened in #Karachi  http://tinyurl.com/c73ehq",0.0
apparently it's starwars day today  I like this . Shame I have revision though.,0.0
@rscheuer OK looking forward to that,0.0
@letteapplejuice How in heckitty did I forget that one?,0.0
"@andyramdin Good to see you hear as well, Andy!",1.0
Bank Holiday Brunch.  With all the fixin's.  Absolutely fantastic,1.0
@hhilaryy ....what? i just copyed some other chicks reply and wrote it as my own,0.0
@savagestar Aye. Now I want cheesecake,0.0
"@vjestep I'm mo nudge you again, better watch out!",1.0
Nugget bit Jack. I told him not to poke the poor hamster!,0.0
@Peulo I already did..,1.0
@AceConcierge Glad you got there safe &amp; saw your daughter.  Enjoy your time there!,1.0
"Our jazz band freakin' KICKED ARSE!! Good job, team!",1.0
"I think Tania is too cute, too nice  I love her! &lt;3",1.0
@timewalk morning to you too joe,0.0
Exploring Twitter's world! me 2,1.0
@chloesmith22 haha. Your a loser.  ily,0.0
Rain. One more reason to stay snuggled beneath the duvet,0.0
"rcb trashes mumbai indians....  i feel bad for mumbai indians, they just didn't know what hit him...",0.0
@shaundiviney green day are the bomb  xx,1.0
I fell for Austin Taura Hanafiah even morreee! Shoott!!!  A guy shouldn't look that yumm! Hahaha...,1.0
May the 4th be with you! Hahahaha that'll neverrr get old,1.0
"@profkhai Here are some that other tweeple recommend to me: www.audiomicro.com , http://tr.im/gWOy , http://tr.im/gWPx",0.0
Back from a wonderful vacation. Had perfect weather and now back to the rainy 'burgh and reality.,0.0
"@shootthestars merci, mon ami",1.0
"@TeeMonster I'm back on Long Island today after spending the weekend in Manchester, VT. Hope you have a great week ahead.",0.0
"@karuski try again, minna  i edited quickly, sorry!",0.0
@lizscherer cheer up buttercup! Rain will go away and hearts always mend. I can actually bet $ on that!,1.0
"@gothtart congratulations, you two are so well suited   have a lovely day x",1.0
"carolina won, yeah",1.0
Happy star wars day everyone,1.0
@kkmommy9802  I'm trying to get myself moving this morning!,1.0
another lazy day i supposee,0.0
"Bank holiday in the UK, it's raining! Typical UK Bank Holiday weather! If it dries later I'll get the chainsaw out for the trees!",0.0
@jaisey ALOHA Jaisey! Im so excited. Supernatural is back on our TV  TONIGHT!!! its a Jensen FEST tonite!,1.0
@ashhh_x Yepp.  Do you Like Dylan or Cole Better?,0.0
just got home and counting the days till friday,0.0
@johnnyrcooper go to bed mister! u need your beauty sleep,0.0
Im really excited! cant wait,1.0
is going to relax and chill out tonight ... back to work tomorrow after a week off ... least I had a fun time with the girlfriend ...,1.0
@Daniella001 thanks for agreeing with me,1.0
@grekwood laze about ! It's. The bank holiday law,0.0
"@neridagill Thank you, I will have a look",0.0
@ewanspence Yay! I am not the only Eurovision fan on twitter  #eurovision2009,0.0
ooo how i love a bank holiday  x,1.0
Happy Star Wars Day!,1.0
@melissahelene I'M A CELEBRITY TOOOOO!,1.0
"woow, i think david henrie is weeeeeell hot!",0.0
"@tamejhna I managed to find few places where you can combine fun, pleasure and savings but it took some planning though",1.0
@eyyJD Heard that your dad would be going here in September. Would you also come with him?,0.0
@williambeekhuis hahahaha where is that train? I want on! That should be a wild ride,1.0
@kiwikatnz Yay to being smokefree! Well done.,1.0
i finished all my work!,1.0
"@crazyspeak so give me a quick update grace, you've quit the foodland job and you start at JB's tomorrow full time? heaps exciting",0.0
@iiacovou  hiya!  did you get a picture of your converse?? GET YOUR CONVERSE OUT!,1.0
short work week for me,1.0
"@weezyg As soon as I figure it out, I'll let you know.  I know it is possible, just an rss feed, but haven't done it yet.",0.0
@tommcfly thanx Tom  love u too !!!!!!!!!!!!!!!!!!!!!!! have a great day,1.0
Order Pizza from the Pizza Girl!  We have to sing about it!  I love that new song. so excited for the new song from JB PARANOID 4 days,1.0
Fixing openbox theme a little,0.0
bought my pink ipod nano 2 days ago  will be delivered this week. YAY!  &amp; hopefully getting ears pierced again in a few weeks XD,1.0
@Lindseyyx3 I think the x3 is confusing ;-) can't believe that many peeps will know that it should be a heart,0.0
"OMG i meant @RealHughJackman &lt;3 you're the perfect Wolverine,sir  hehe",1.0
@mitchelmusso hey... Your on MY mind.,1.0
I really need a job.,0.0
@AimeeNewell Oh God bless you,1.0
@TheLonely Aww how sweet,1.0
waitin 4 the skool bus soo tired nd still soo much 2 do...want 2 b lazy nd sleep but since I cnt ill sing all my fav songs,1.0
home from school today,1.0
thanks for the feedback everyone,1.0
thinking my fridge may be dieing...please not this week...pleeeeeassseee!!!,0.0
@caitlingray  lol hopefully it'll happen like next timee near the new album,1.0
"@heyitskesa: Omg! I never got your message so I didn't notice until I was looking back a ways! Sorry, that was a good idea though...lol",0.0
"@Amesox heyy dude, yuup thats it really hows your monday?  x",0.0
Rode a jeep home with my mentor. Heard his story being in UP FineArts. Pretty cool.,1.0
"Am heading into lovely Suffolk to a nice pub.  May tweet later, but hopefully I'll be too distrcated",0.0
I skip school way too often  I'm rather proud actually.,1.0
"Back from the Gym, and sorting through my Inboxes",1.0
"@ronskie66 not got virgin yet... not sure I can, tbh ... thanks anyway!",0.0
@souljaboytellem Good night,0.0
He he ...Happy #star wars day! May the 4th be with you  Brilliant!!,1.0
@nikz93 you're such a teeth freak now Nikz,0.0
@cottonpanty Miss you my dear,0.0
I'm dragging myself out of the low point. Slowly. And with wine to assist. Prob not v sensible but these lows don't hit very often.,0.0
Having a wonderful piece of cake for lunch - what else could I want???,1.0
"is excited to be visited by her twin and best friend! dinner, star gazing, and a movie!   // cool http://gykd.net",0.0
Well I am up and have been productive since 5:30am!!! Woohoo busy day with lots to do!,1.0
@Souljaboytellem Goodnight lolsz,1.0
"@Chappers67 TV is shite,thank god for youtube",0.0
"@Kohmahts be clear, I am Catholic, but wholeheartedly agree with you.  (&quot;Same here&quot; was ambiguous) #tcot #hhrs",0.0
i hate the bus...any donations toward my car fund?,0.0
@LCLaurenConrad Can't wait to see it tonite!! should be hilarious,1.0
@FotoWala wow! I've joined the photography scene pretty recently so this (large format) makes it even more interesting,0.0
@jakeperks - Woo! Great subject for this month. Now I can use my sparklers,0.0
@GeekWearsPrada Have you been going to the Trop for the last 5 years?  No more games for you!,0.0
"@challyzatb I like it too  I hadn't seen the clip before, though; pretty cool!",1.0
@OHMYDAYSitsHayz lol! I thought it was pretty funny too!,1.0
"@shadowowns aww, &lt;3 why thank youu.",1.0
what's good about working a double?...Jasmin,1.0
"@chuckwelch that's half the solution, it doesn't address the intrusion into the link-sharing process, but thanks",0.0
"@TheRealGinuwine ... thx for ur msg, so awesome!  luv the new single! xoxo",1.0
"think I'm gonna start writing a proper blog, can anyone recommend any good blog host thingys?",1.0
"@bagwaa  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",0.0
@matildaxo ooohhh. I understand. I never get sick of her so im on your moms side  I guess your dad just likes what he likes....lol,1.0
@MissMary i am so jealous!!,0.0
"@ElePhatt  LOL thanks you,  nice meeting you aswell, looking forward to our tweetversation",1.0
"@dda I'm thinking that you, me, @jlojlo, + @lovince should have it out over some vin in HK",0.0
"@dj_sko next time just go online and show the club owner an ean golden video, hahaha...  (i am fan, did i mention that?! @djtechtools)",0.0
@VeeeLEE  SUMMER farn lai ba ahhhh,0.0
Good morning world!  haha had fun at the movies last night ;D and school now... Hmm new shoes make it better  http://tinyurl.com/dfggwj,1.0
"In a philosophical mood tonight, wandering round after dark does that for me",0.0
@DReinhardt1 ooooh it's you lol I didn't know!! Have fun with your princess,1.0
@rosewindale Itsurely will dear . in posted a presentation on Swine flu yest and it got 500 downloads in just a day!!i feels great,1.0
"@boburnham I'm sorry you're feeling bad, hope you get better soon... you know, if the plague doesn't getcha.",0.0
"Zeb has napped for 6 hours already today, and is asleep again... he must be growing fast",0.0
LMAO! listening to the great Bob Marley!  Wow hes so awesome,1.0
"@traceyctt I live for pain, bring it on",1.0
@yiannopoulos  But I like it,0.0
"@Xenooo ohhh. i didn't log on there, pity me. was it great?",0.0
My mom likes Milow's version of Ayo Technology... It's a good thing she doesn't have a clue what it's about.,1.0
@red_hawt Hmm..  Interesting choice.,1.0
@fiendfyre Never ever smoking around you again.,0.0
@missgiggly Go the bubble bath!!!  Always relaxing.......,1.0
@DanaBingham I know exactly what you mean. My treats are more 'awhile' than 'once in',1.0
@Unremovable hahahah Thank you  Feel the Love,0.0
"@osocash  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",1.0
@rodney91 http://twitpic.com/4i3g6 - i love that game  xxxx,1.0
@burninghat Clair,0.0
Thanks @Mosskat you little star! Have been offered to come to JA for a weekender but dunno if I can afford to go. Looking into it now...,1.0
@irontec Thanks for the support,1.0
"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on",0.0
@ShashiTharoor i hope such moments inspire you on your political journey back home. all the best,1.0
"@judoracio Bom dia! FRIOOOO... que delï¿½cia!!!! Good luck in your first day, Ju!",1.0
"oooh babies, i wanna hug you all",0.0
@rossmcw Happy birthday. Let us know what you get up to old boy,0.0
Is feeling surprisingly fresh after a 12hr bender,0.0
"@TipsByNate  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",1.0
"Wow, it's so early. Just had the best conversation.",1.0
on wednesday green day will perform their new single &quot;Know Your Enemy&quot; at TvTotal,0.0
"Lipsynching to David C's Heroes and really feelin it. It's my fave track off DCTR. After all, D is my hero..",1.0
@supprintdesign oh i like that let me c,1.0
@melfay86 thanks sooo much lil sis! you should have gone with us to the bird park.,1.0
Lovely walk this morning with the missus; drizzle didn't matter,1.0
@kainaussie aww way to make me feel special,0.0
Is at a photoshoot.,0.0
Head in the clouds,0.0
? &lt;---- I'm going to post this EVERYWHERE now.,0.0
Finally changed my pic after wanting to do it for so long. I was getting rather sick of that black and white pic.,0.0
@jeffpulver Done some book signings in Manchester. Nice people up there. Enjoy the week.,1.0
@iantalbot it wasn't me honest. You do REAL art,0.0
"@Clarrisani Thank you for approving my application at the TWA Forum, honey. Keep up the good work",1.0
"No school today - Not because of &quot;H1N1&quot;, but because a natural gas line broke on the interstate. RIDICULOUSNESS.",1.0
auntie diane wins quote of the day &quot;and hes the incredible hulk&quot;,0.0
@Mommyof2girls02 I miss you too.  We'll have to get together once everything settles down in a few weeks.  Congrats on the house!,1.0
"@euripidean bank holiday is going well, had a great band practice so still on a buzz",1.0
"thinking of getting new dvds, csi.  can't wait to get my laptop.",0.0
Bamboozle was amazing. I met TAKING BACK SUNDAY,1.0
nov 5th,0.0
@andyclemmensen http://twitpic.com/4hbs5 - ahahahahahahahaha can i please eat that off your head  xx,0.0
"unhooking my pt's, then home to SLEEP! SLEEP IS GOOD",1.0
"like spirits in the night ooooh night, quï¿½ grande ere mr. springsteen",1.0
@leeshay Just this random quote! I love stuff like that...,1.0
Gonna go to my aunts party. It's gonna be a late night thing so hopfully I can get up for school tomorrow!,0.0
@PaulHarriott Hahaha!! Tv isn't really my thing anyway..I more of a music girl,1.0
"@nottheword yum, yum.  I love quesadillas....and wallpaper for that matter tooo",0.0
goodmorning everyone,0.0
"@BRIAN_____ re:firmware. Heh, just a coincidence. I didn't do anything. Maybe the SW guys heard you?",0.0
"shall bring his own glass to work from tonight, no more 'half half' hor!!",0.0
@nezua that blip is NOT to be misconstrued as qs on last night's convo... it's just a song i really love &amp; that rocks my morning,1.0
@welshmermaid i might have been a child but i was NEVER one of THOSE .....and i've already apologised to you for it,0.0
"@stephenfry I've made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it's for us, not you",1.0
got an awesome hair cut todayyyy  it looks so hottt haha doing homework,1.0
@poeticblasphemy I see you finally got to set up your Avatar. Too Cool,1.0
"@TheMakeupMuse I'm definitely make-up challenged. So, curling lashes and 'tined' moisturiser? Does this tip come with a glossary?",1.0
"Waiting for the last movie to finish then am test screening Ghost of Girlfriends Past, glass of wine and lolly bag in hand, yay!",0.0
@laubow_ I did ! That was amaziiiing    I was able to see the whole stage and to dance and sing etc ! That was really great,0.0
@zampeachie PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks.,1.0
about to go to leeds shopping,0.0
@BreakfastNews why thankyou  @chris_garner suggested Fannie Bay (but it is in Darwin),0.0
@rumoko Tracky Daks are one of the only good things about the weather getting colder. That and porridge. I just did both,0.0
@simonsydney Still will buy the DVD. Should be seeing Star Trek with Paul next weekend,0.0
"@dda oh look! traditional Chinese, it's so charming   I love the ? miss those shutters on the doors...",1.0
@alyankovic Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!,0.0
@donnyeffrien good to know PLN's Earthday doesn't only happen in my neck of the woods,1.0
@mmmj You're watching Firepro0f?,0.0
@jessizakool lol our whole convo just consists of i miss you and i love you. gotta love us,1.0
@palinn So Palin got the new haircut,0.0
@jamesshore @KentBeck sounds like a challenge then  I can see it would be useful to be able explicitly  schedule threads...,0.0
@faithjuliana where?  U magazine?,0.0
"@1Cor16_13 Awe, THX so much! Neither of need 2b sick on Friday!!  Do u have any prayer requests?",0.0
@doubleuefwhy Welcome back!,0.0
@Rawrrgasmic I must agree I do like blackberries!,1.0
@Sir_Almo shocking isnt it.. hmm... we will stop it..,0.0
"@dcmjlive none at the moment. i used to root for adam, but there are some issues with his &quot;Feeling Good&quot; version with Muse fans like moi",0.0
@thebraysmommy thx! Hoping it's a good week.,1.0
@crazy_people sure is,1.0
Sunshine is back....... having a hair day  new due,0.0
"My new design portfolio is finally on the web: http://www.designia.nl - Still needs some tweaking on the details but it's ok for now,",0.0
excited to jam + and auditions,1.0
Just sat down to play a quick hand of poker and won $5k on my first hand with a flush. I'm done for today,1.0
"i'm watching missing pieces, just coz the theme song is lost without you",0.0
@Kaelex you're back?,0.0
@YousifMind good morning  3asa mo bs important classes ? :p,1.0
get my wii fit in couple of hours!,1.0
"woo just made this, follow me",1.0
@RiceRabbit Baking WIN! Thanks for that!,0.0
talking to jessica about her one true love. she thinks this could be the real deal.  lol also i am thinking what i should do about my prob,1.0
"@CyberSleeper Awww man that does suck big time  But look at it this way, it gives you something to look forward too, a nice long ride",1.0
@theodorag Yep! It's just quarter til 4 now.  I'm going to try to sleep now that my headache is subsiding. Take it easy Teddy!,0.0
"@RyanRotten This early in the morning, they probably won't even need much make-up",0.0
@JohnLauber @RealtyMan no one told me the mutual admiration society was meeting this morning! LOL  Hi boys!,1.0
Flickr pics Chester Zoo: danwtmoon posted a photo:   &quot;WELCOME&quot; to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8,1.0
@cheryl_ann_cole @beccixboo i thinks thats right lol... please follow me... much appreciated,1.0
@TheLonely How lovely,1.0
just finished Wander Girl for the nth time-- Hilda Gallares is truly a kindred soul.,0.0
"@arviena hahaha...come, be a judge, need your brutal honesty",0.0
In the arts having coffee and cake,1.0
"@loisheilig I always told my kids that I see and hear everything so mind your manors, so I guess that proved it to him.",0.0
@mccy you do realize tom fletcher from mcfly JUST posted basically the same thing!! TWINS!,0.0
Digging the ideas behind railsbridge (http://railsbridge.org/),1.0
WOOOOO!! Twitterberry is working again!! Good morning everyone,1.0
@stevebiddle I used to be - but that was a while ago now - your argument is pretty sound for a trolley pusher,0.0
off to get ready for school. have an absolute wonderful day!,1.0
@joonian Press 'Ctrl' on bottom right. It's there.  KY,0.0
Updating to the latest version of Adium now. What a great app!,0.0
Birthday Girl ?  blessed to live another year &amp; celebrate with loved ones,1.0
Happy Star Wars Day,1.0
"Just back from dancing. Ahh ballet was SO hard, my legs ache. And we were so high in jazz and contemporary, 3 hours of hilariousness.",0.0
"A bit early to confirm a trend, but daily site signups are still on the rise",0.0
Kicking Back In The Holidays  No More School for a whiles,1.0
"My new design portfolio is finally online: http://www.designia.nl - Still needs some tweaking on the details but it's ok for now,",1.0
heyya people!,1.0
@ashhh_x Who Else do you Loveee?,0.0
Happy Star Wars Day!!! May The 4th Be With You!,1.0
@rayvenn_nicolee haha..not quite as good a Super Ted!..but good none the less!  haha xx,0.0
i just dyed my hair,0.0
@jesseroni thanx,1.0
@munkeypunx hav a pork scratching,0.0
Good Morning,0.0
@mcaulay See you in 10,0.0
@iaingilmour I queue for cake standing up and with a slight look of deranged anticipation on my face.,0.0
Thank you all so much! Hopefully everything will be okay  Tons of kisses to all of you ) http://tinyurl.com/dxa8xg,0.0
@Darke_Ascension Hope it's a great one for ya  http://myloc.me/tvD,1.0
#Trackflashback: &quot;I Believe In A Thing Called Love&quot; by The Darkness - check it out...,1.0
"@happy_pills we have a punching bag here! but ive never touched it, covered with my brother's sweat.. but u can use it if u want! hehe",1.0
@bhuto given the way kunal khemu etc. starrers turn out..there is a high probability of it being 'shit' rather than 'niche'!,0.0
it was t4 i think hannah  xx,0.0
@wyclef that's a good sentence,0.0
"@FRUITofDOOM Not sure if this is good or bad news for you, but you are listed as staff: http://www.thesixthaxis.com/staff/",0.0
Good morning!  Just took the longest shower ive ever taken in my life. Like 45 to 50 min shower!! Woah. lol,1.0
guess I'll start getting some of my camping and fishing stuff together for Wed &amp; Thurs trip to Braunig Lake......,0.0
@JackJohnstone tomorrow night would definitely work,0.0
@FOOLYWANG I hope so too.  How are you?,0.0
"@MacQuid You're a fine looking set of neighbours, I must say! Lots of compliments have been showered upon your header graphic too",0.0
"your saaaaafe with mee(8) fucking epic times again last night  old friends and new friendships, good way to kick off this month!",1.0
"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The Fuck ??",0.0
yeaaaah tangerang in vacation,1.0
@RosieCooper We said anyone could &quot;write one&quot;...those special 10 selected are - of course - chosen because they are OUTSTANDING!,1.0
Love the idea of giving each year a theme. This is the year of new beginnings!,1.0
Is on her way home bk to civilisation. Got my ipod bak  carnt wait for home x,1.0
@PhotosbyLee How was your chicken and chips?,0.0
I lOve this day  No school --&gt; studyin' quietly,1.0
must start twitting,0.0
@ibanezShezz i like the optimism,0.0
"@eugenechua oh, that's good. I might wanna fly there and shoot some photos.",0.0
@babygirlparis I hope you have fun together and the press don't spoil things.  Take care,1.0
Had interesting WKND. Sleeping Saturday &amp; Productive Sunday!!,0.0
"The Disco at the End of the Universe launch date is sorted - 28th May, London  http://www.myspace.com/thedjtheendoftheuniverse",0.0
@XKirstyxo Basket Case is mine  I miss it.. Going to have to listen a shit load now,0.0
"@Jayce_Kay planted in the garden last week, ive got to check on it",1.0
One of my kits has just brought in a mouse &amp; is eating it in the lobby. I'm sure I feed them enough!,0.0
@Ddubs_Ky_Monkey Hope u have an amazing day today Monkey! U deserve it!  No cheating on DEW &amp; looking at THE PICTURE! lol Happy Bday! &lt;3,1.0
hey twitter! i'm back online!,0.0
@cheryltiu yup slowly recovering. it sucks that i can't eat the stuff i'm craving right now. my gums can't take it. how was your trip?,0.0
got live last night at our  vid comin soonnn,0.0
@RichieSosa I want some....LOL  I got the coffee ha ha,1.0
Away to the cinema tweet later may the 4th be with you all  x,1.0
This song is a slap on you face!!  ? http://blip.fm/~5jib6,1.0
@joonian Press 'Ctrl' on bottom right. The underscore for E71 is there.  KY,1.0
is working.   I am so happy my job is a radio and not anything physically exhausting....,1.0
finally Mike0hh's birthday &lt;3 can't wait to fucking ruin it,1.0
"@calbo i incredily love reading your tweets! they're so entertaining, keep it up.",1.0
"coach says have come along way, faster that alot of people  oh yeah whos the man. ohh very sore",1.0
exam at 8.,0.0
@Gulmohar Welcome!,1.0
off out in a min to buy my new bed,0.0
Watir in ???????  http://ru.wikipedia.org/wiki/WATIR,0.0
@IndigoGardens Lol! Joyologist? Love it - much better than the happy freak who can't stop smiling  Enjoy Monday!,1.0
*shriek* Bee almost flew here from window. I'm not afraid of spiders or zombies in my dreams..But I run when bee is in same room with me.,0.0
F.Y.I. a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my e-growth!,0.0
starting off my day with a little Northern Light,1.0
@Brainberry nice one !,0.0
I have not tweeted for SIXTEEN DAYS! I miss it =( I've been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!,1.0
Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up,1.0
"@michaelmknight oh i wish my dear Michael, i wish",0.0
@keino sao b?o l?c th? em ;;) m?i xem xong Hostel h?,0.0
How I met your mother and Scrubs in role! YEAH! &quot;Cause I'm FLY!,1.0
has one more paper left,0.0
@XLesseyX hey cup cake,0.0
@urbalcloud hahaha! i have a secret door to the real batcave,1.0
"@Mollieandme Hello, you are sooo awesome!! Dont ever stop what your doing haha, You make me fall off my chair laughing  x",1.0
@aplusk oh good luck on the movie,0.0
"@mmWine Lucky you  I face south so I can hear them, and see them reflected off Phillips Point",1.0
"Dear Mikey Robins: nah, you've heard it all before",0.0
Today is a tuff day...g'morning,1.0
unpacking my new toy arrived in the studio right now  it's called TC Finalizer. can't wait to check how it sounds !!!,1.0
Good night all  Even though it's morning for most of you lol,1.0
I am at school ^^ Nothing to do,0.0
@GintareAuglyte hey  how are you?  x,0.0
@iHolleeee Okaii Cool!  I Can't Wait For The Series To Begin It's Guna Be Awesome  x,0.0
@carmenparnos thanks so much for the belated #followfriday shout out #payingitforward,1.0
@x3f  dude they renamed it to something no one will remember &amp; find even harder 2 joke about. Its a myth  to keep u scared,0.0
@lyssiecc i like the positivity  And no. you may NOT change your carrer. crazyb dog lady just isn't the same.... when's your maths test? x,0.0
"ï¿½ï¿½h. iï¿½m gonna go in the &quot;big&quot; house now, borrow my sis guitar and play and maybe write",0.0
I'm new on Twitter.....Hi everybody!!! Suggestions for me???,0.0
lol if i only can sTay up a few more hours.. i keep missing Tila's lasT posTs ..,0.0
@nsingman i got followed by one that says she doesn't talk to &quot;god people&quot;-i wonder if she talks to &quot;goddess people?&quot;,0.0
"good morning tweetie world.  have a great day, everyone.",0.0
"Cleaning out my desk, I've found a betting slip from three months ago, I stuck a tenner on #newcastle getting relegated. In the money",0.0
"No more pizza for Jamie? wtg  http://bit.ly/DVSCA (Britains got talent, sure has.)",0.0
@eugenechua Tasmania devils and the mad cold... Not a bad start.,0.0
"@RachaelPhillips wow!! you really are a pretty talented lady, most impressed",1.0
@joannaboothby freeeeeeeeeeeeeeeezING nigga im so excited to see you soooooooon!!!  lets go see 17 again AGAIN yehhaaaaaaa!,1.0
@tubbyloo same with drunk guests.. Our jobs are pretty similar sometimes,0.0
@jonconnelly will add that. It should be hard really to keep track of 500 avatars.,0.0
i love his nose kisses,1.0
@chopstock check out the Conchords 'Business Time',0.0
"Man on Wire every bit as amazing as the publicity and reviews suggest. Very, very strongly recommended (even for vertigo sufferers  )",1.0
"? @TheRealGinuwine ... thx for ur msg, so awesome!  luv the new single! xoxo http://tr.im/kpDW",1.0
@hoganfe i agree,0.0
? on wednesday green day will perform their new single &quot;Know Your Enemy&quot; at TvTotal  http://tr.im/kpDX,0.0
"Going home, see you at night in local time",1.0
lol @ kalahari.net marketing - &quot;may the 4th be with you&quot;,1.0
"@lizajbeck You did know, you just couldn't remember!!",0.0
@ borgellaj  you know what? They're YOUR CATS,1.0
"Oky So the grandperents just went out cause my Granda is going to drive , he missed it when he was in hostipal",0.0
"Eating Toast  ~Peanut Butter,,Yum",0.0
@_Flik_ Good one.   Might think about it for this year's NaNoWriMo competition.,0.0
Star Warz day? Really..that is a hot topic? Man..oh man.. I'm just waiting for Star Trek!,0.0
i have a feeling today is going to be amazing,1.0
@andycroll can you repeat what was bad about singapore pools website please?,0.0
@cnn Any others jobs like this available? Sounds like a great experience. Direct message if you know of any others.,0.0
@MandyyJirouxx red eye huh?   yikes....get back safe   missin ya punk,1.0
@Twinklybird Ace @ the exams!,0.0
@varunshridhar Lets leave the nervousness until tomorrow!,1.0
@EllaPaigeBabe It would be amazing if we could meet us in Germany! I have been to Germany twice.,0.0
just watching ncis complete first season,0.0
@Peircy oh you are too kind,1.0
@JamesMackney awww. rusks are good for tummy aches though :p try fennel or camomile tea  works. or obviously try ...,0.0
Gonna head into the shower now...  Going to a friend's birthday party =],1.0
@publicvoid_dk No problem,0.0
"@scottcmusic I was in row P, but i tried to run down to the front in Corrupted and  i could see you singing away",0.0
gettin ready for school my new converse come in today!,0.0
"@GregorBenjamin yeah, nothing like the heat of home.",1.0
@JamaicaPanama I'm here if ur here for me!,1.0
@Rcss Me too,0.0
"$900 cheque to cash tomorrow, why I didn't get it in the bank I have no idea. Feel safe to get the 500D now though  woooo",0.0
@ChontelleBourke I will try. But I don't care what my mum says,0.0
"@Joerup I think it'll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks.",1.0
"@Rliversidge Great stuff, can't wait to hear it!",1.0
@Andph112 hope you enjoyed your holiday,1.0
@graemeskelly LOL biking is manly,1.0
yay my research paper is finally 4 and a half pages&lt;3 not going on bus was not bad after all,1.0
@kg86 Thanks  The elephants look magnificent This is what we miss due to stupid restrictions - 3G pleease and cheap!!,0.0
@jackiemarsh @hugobrown many thanx guys,0.0
http://twitpic.com/4jcjj - Boagsie actually is still this small lol - him at 4 years old,1.0
@m3nny5 iye neh...kurang tidur kayaknya. pulang pagian deh hari ini tidur langsung...haha. Thanks!,1.0
@Rapetzel Haha! Thanks! It's the inane grin from grading. Some students have been really fascinating this semester,1.0
@AKAVirtualPA http://twitpic.com/4bckp - that should answer part of your question,0.0
"@Howby26 hm, sorry to hear that! well, keep holding on! my break is over, i'll go take a nap now!",0.0
"Thx, Robban  http://www.sk-gaming.com/match/17905",0.0
Because I love my job,1.0
@youcanknowgod thanks man. I really appreciate the kind words,1.0
@imagined learn learn!... we can learn together!,1.0
Happy Star Wars Day everyone!  Whats everyone up to this rainy bank holiday?  I am heading out soon for coffee with my mum then shopping,1.0
This Twittername is hosted by TwitterFridge. Email us if you want us to open the Fridge  Check: www.twitterfridge.com,0.0
"Good Morning, Twitter community! I just got finished eating a delicious stack of pancakes courtesy of my Mom and Bisquick.",1.0
ya i walked into the wall thats why i have a plaster on my neck,0.0
@thewrongirl y @sololoy son amor,0.0
@_Cantus_  all i hear is coffee brewing at my end,0.0
"Hard to start the week after a long fun sunny weekend of tennis, free food and drink, and very nice people. 5 days to go until next round",0.0
kicking back at home,0.0
@jocelynseip Thank you - If you like please leave a comment and Subscribe!   Chicago another great musical.  Thanks for your support.,1.0
im seeing the hannah montana movie again today,0.0
Looking forward to Cambridge on the weekend and shopping with Ilze,1.0
Is Going To Buy A Wacom Today ... Goood Times,1.0
@MissxMarisa haha!! someone with an axe just popped up at you Scenie!! what did you do???,0.0
"Right, I must be off to do some sewing. Bye x",0.0
Score two days I get more food stamps good cause i want a safeway pizza,1.0
"@MicheleCatahay i'd prefer &quot;observationally insightful&quot;, but call it as you see it.  my ice cream's just too fancy tonight.",1.0
Watched Australia last night and got to say bloody fantastic film with the added bonus of Hugh Jackman  definitely a got to see movie.,0.0
@girltrumpet yeahh  idk if i like owen anymore though... i kinda lost respect for him in an episode i recorded...,0.0
@bencollieruk No because why would it say &quot;New gift services&quot; on the page.. HA!,0.0
"@ovidiunegrean thanks, nice app  i will take a closer look.",1.0
@cosmicmother some great stuff on website today,1.0
is going for morrisons breakfast with my boy today  wooooooooooo.,0.0
#Supernatural at 9:30pm on #Ten.. Counting down..,0.0
Good morning!!! Who wants breakfast??,1.0
up late last night  .... Oracle from 8 to 4:30,0.0
@theblowups just be careful you don't dunk too long,0.0
@sorchasilver Yum. Thanks.  Just getting dressed and waiting for my washing to finish so I can hang it up.  I'll text you when I set off,0.0
"@Zaida Masson I'll give you the link, it's quite handy",0.0
"@Mennard You are very sweet, my everyday hero friend",1.0
@therealchloe np  so how are you?  x,0.0
@mshady courgette,0.0
"@cali3d congratulations, I hope you have an amazing day",1.0
@KimEl Not enough time for Disney World.... might just have to watch the Disney channel instead.,0.0
